id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,cakupan_layanan,jumlah_kepala_keluarga,satuan,tahun
219,32,JAWA BARAT,3271,KOTA BOGOR,BUANG AIR BESAR SEMBARANGAN,78473,KEPALA KELUARGA,2021
220,32,JAWA BARAT,3272,KOTA SUKABUMI,SANITASI LAYAK,37647,KEPALA KELUARGA,2021
221,32,JAWA BARAT,3272,KOTA SUKABUMI,LAYANAN DASAR,0,KEPALA KELUARGA,2021
222,32,JAWA BARAT,3272,KOTA SUKABUMI,BUANG AIR BESAR SEMBARANGAN,60826,KEPALA KELUARGA,2021
223,32,JAWA BARAT,3273,KOTA BANDUNG,SANITASI LAYAK,421971,KEPALA KELUARGA,2021
224,32,JAWA BARAT,3273,KOTA BANDUNG,LAYANAN DASAR,0,KEPALA KELUARGA,2021
225,32,JAWA BARAT,3273,KOTA BANDUNG,BUANG AIR BESAR SEMBARANGAN,147409,KEPALA KELUARGA,2021
226,32,JAWA BARAT,3274,KOTA CIREBON,SANITASI LAYAK,81505,KEPALA KELUARGA,2021
227,32,JAWA BARAT,3274,KOTA CIREBON,LAYANAN DASAR,0,KEPALA KELUARGA,2021
228,32,JAWA BARAT,3274,KOTA CIREBON,BUANG AIR BESAR SEMBARANGAN,8361,KEPALA KELUARGA,2021
229,32,JAWA BARAT,3275,KOTA BEKASI,SANITASI LAYAK,564066,KEPALA KELUARGA,2021
230,32,JAWA BARAT,3275,KOTA BEKASI,LAYANAN DASAR,0,KEPALA KELUARGA,2021
231,32,JAWA BARAT,3275,KOTA BEKASI,BUANG AIR BESAR SEMBARANGAN,36008,KEPALA KELUARGA,2021
232,32,JAWA BARAT,3276,KOTA DEPOK,SANITASI LAYAK,352804,KEPALA KELUARGA,2021
233,32,JAWA BARAT,3276,KOTA DEPOK,LAYANAN DASAR,0,KEPALA KELUARGA,2021
234,32,JAWA BARAT,3276,KOTA DEPOK,BUANG AIR BESAR SEMBARANGAN,45572,KEPALA KELUARGA,2021
235,32,JAWA BARAT,3277,KOTA CIMAHI,SANITASI LAYAK,116840,KEPALA KELUARGA,2021
236,32,JAWA BARAT,3277,KOTA CIMAHI,LAYANAN DASAR,0,KEPALA KELUARGA,2021
237,32,JAWA BARAT,3277,KOTA CIMAHI,BUANG AIR BESAR SEMBARANGAN,34369,KEPALA KELUARGA,2021
238,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SANITASI LAYAK,86816,KEPALA KELUARGA,2021
239,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAYANAN DASAR,2831,KEPALA KELUARGA,2021
240,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUANG AIR BESAR SEMBARANGAN,93408,KEPALA KELUARGA,2021
241,32,JAWA BARAT,3279,KOTA BANJAR,SANITASI LAYAK,47950,KEPALA KELUARGA,2021
242,32,JAWA BARAT,3279,KOTA BANJAR,LAYANAN DASAR,2820,KEPALA KELUARGA,2021
243,32,JAWA BARAT,3279,KOTA BANJAR,BUANG AIR BESAR SEMBARANGAN,3768,KEPALA KELUARGA,2021
