Tweet
"Suhu politik kembali memanas di pergelaran Pilkada 2024. Semua partai politik saling beradu strategi untuk memajukan calon. Koalisi besar pun terjadi di sejumlah daerah dan memunculkan calon tunggal. 

Peta politik juga berubah total ketika muncul putusan MK yang melonggarkan"
JANGAN LENGAH GAIS TETAP KAWAL PUTUSAN MK!!! 
"Disaat Putusan MK meloloskan Gibran, DPR SILENT 
Namun disaat Putusan MK menggagalkan Kaesang dg sendirinya DPR bereaksi

Reaksi by Order"
"TENGAH BERLANGSUNG

Konsinyering DPR dan KPU Bahas Putusan MK Rancangan PKPU di Hotel Ayana MidPlaza Jakarta.

KAWAL PKPU TEGAK LURUS PUTUSAN MAHKAMAH KONSTITUSI! JANGAN LENGAH KAWAL TERUS!

Live Streaming :
https://youtube.com/live/DGxhNgguUoY…"
"Jangan kebanyakan ngurus selebgram. Tuh Putusan MK mau disiasati di Baleg DPR dengan memberlakukan hanya pada partai yg tidak punya kursi di DPRD, sementara partai yg punya kursi tetap pakai threshold 20-25% utk bisa mencalonkan di pilkada."
"Baru dirugikan sekali, keselny udh di ubun2 bgt ya

Siasat ini muncul pasca putusan MK mengenai ambang batas pencalonan n syarat usia calon kepala daerah yg menutup pintu bagi putra bungsu Presiden Jokowi, Kaesang Pangarep bertarung di Pilkada 2024.

Kaskus Diponegoro Pertalite"
"Fedi Nuril: Putusan MK waktu yang Gibran itu KPU gercep banget sampe kena teguran Bawaslu, sekarang seputar umur dan threshold kok mau konsultasi sama DPR dulu? Yang sekarang gercepnya malah bikin rapat DPR untuk undang-undang tandingan. Dikira kita bodoh apa? #KawalPutusanMK"
"Breaking news!

Putusan MK soal Pilkada Final and Binding, DPR Tak Boleh Ubah Aturan Seenaknya 

#KawalMK #KawalPutusanMK"
"Ini Pertimbangan MK Ubah Ambang Batas Pencalonan Pilkada dan Akhiri Siasat Borong Tiket

~N #PutusanMK #Pilkada"
"Padahal KIM Plus koalisi gemuk kenapa panik dengan putusan MK ??

Beredar 2 skenario DPR anulir Putusan MK.
Ayo #KawalPutusanMK dan #TolakPilkadaAkal2an"
"Siasat DPR Akali Putusan MK Dapat Langgar Konstitusi

DPR sebenarnya mewakili siapa sih... harusnya kemarin kalau mau ngakali waktu Putusan Mahkamah Konstitusi yang menguntungkan Gibran. #KawalPutusanMK"
Tulisan saya hari ini di Jawa Pos terkait Putusan MK dan Kartel Politik. Pranala segera menyusul. 
"Semua kegaduhan politik di Indonesia berawal dari sini...

1. Pelanggaran ETIKA hakim
2. NEPOTISME kepala negara yg sudah ngga punya kepala.
3. Haus kekuasaan Pinokio Jawa.

Putusan MK kali ini bersifat menguntungkan semua partai, tdk hny satu partai saja.. 

#KawalPutuskanMK"
"Kan bener, kasus jije sama arho untuk ngalihin bahwa hari ini baleg DPR rapat soal revisi UU Pilkada, upaya gagalkan putusan MK (?), Pratama Arhan SIAP #KawalPutusanMK"
"Putusan MK Ubah Ambang Batas Pencalonan Kepala Daerah, Komisi II DPR Sampaikan Pilihan Masyarakat: Anggota Komisi II DPR RI Guspardi Gaus menilai putusan Mahkamah Konstitusi (MK) yang mengubah ambang batas pencalonan kepala daerah membuka kesempatan… http://dlvr.it/TC9HDJ"
"TANTANGAN UNTUK PDI-P, NASDEM, PKS DAN PKB PASKA PUTUSAN MK TERKAIT SYAR... https://youtu.be/iwCYruSVxVs?si=zgNVC5vKXD9gX0jt… via 
@YouTube"
