Date,Duration,Tag,Attention,Relaxation,Delta,Theta,Low-Alpha,High-Alpha,Low-Beta,High-Beta,Low-Gamma,Mid-Gamma,SyncRate,Time-set
2024-06-08 16:20:33,1227.0,Test,23,44,408298,43079,14374,4704,11222,6663,9187,3427,0,1
2024-06-08 16:20:33,1227.0,Test,38,60,67406,57439,2088,22811,12195,9580,6889,2254,0,2
2024-06-08 16:20:33,1227.0,Test,37,69,12161,14055,3530,6338,2774,2345,477,550,0,3
2024-06-08 16:20:33,1227.0,Test,44,74,7503,23678,9942,9063,7363,7263,2034,2361,0,4
2024-06-08 16:20:33,1227.0,Test,47,87,32022,28508,10848,31124,3660,8708,8553,1812,0,5
2024-06-08 16:20:33,1227.0,Test,43,88,524908,101328,32253,16908,10459,12743,22574,2090,0,6
2024-06-08 16:20:33,1227.0,Test,43,90,18828,23839,12309,10049,5661,4149,1069,574,0,7
2024-06-08 16:20:33,1227.0,Test,44,83,17278,37053,10221,5248,12171,11800,2762,985,0,8
2024-06-08 16:20:33,1227.0,Test,43,69,34229,62356,15320,11204,6433,7987,1038,1705,0,9
2024-06-08 16:20:33,1227.0,Test,56,70,9729,14399,3080,8408,5618,7976,3305,2650,81,10
2024-06-08 16:20:33,1227.0,Test,54,63,41414,46798,10610,6453,6549,5349,4470,3241,56,10
2024-06-08 16:20:33,1227.0,Test,41,66,30651,102644,25962,11298,1670,8227,7474,1510,50,11
2024-06-08 16:20:33,1227.0,Test,43,63,58251,39471,2662,9302,7013,5731,2851,1476,43,12
2024-06-08 16:20:33,1227.0,Test,44,56,23769,17449,949,7767,11829,8585,7743,1569,39,13
2024-06-08 16:20:33,1227.0,Test,50,61,7868,20351,12949,3982,9034,5761,3478,917,38,14
2024-06-08 16:20:33,1227.0,Test,56,66,18636,42099,15778,16313,10625,8518,2795,784,39,15
2024-06-08 16:20:33,1227.0,Test,64,70,12099,26955,9522,5977,5181,12710,5032,1897,48,16
2024-06-08 16:20:33,1227.0,Test,61,74,13473,25060,5904,7529,16764,10133,6677,1667,68,17
2024-06-08 16:20:33,1227.0,Test,56,69,23152,45172,1609,14712,1373,5121,1573,1804,67,18
2024-06-08 16:20:33,1227.0,Test,56,64,9902,55512,14725,14289,9151,10599,2368,1599,70,19
2024-06-08 16:20:33,1227.0,Test,47,61,10214,54613,4146,13189,1520,6847,2574,1808,75,20
2024-06-08 16:20:33,1227.0,Test,35,64,3476,58071,17576,8168,5451,6420,1865,1834,74,21
2024-06-08 16:20:33,1227.0,Test,37,70,27137,27283,22049,6173,8734,5783,2354,1912,70,22
2024-06-08 16:20:33,1227.0,Test,29,64,15664,25831,4406,2665,4551,2014,3300,1414,66,23
2024-06-08 16:20:33,1227.0,Test,27,80,9015,14454,5669,21037,9202,3667,3654,1339,45,24
2024-06-08 16:20:33,1227.0,Test,23,78,78512,117234,23274,18884,15413,6260,2125,3015,36,25
2024-06-08 16:20:33,1227.0,Test,13,67,49333,100920,17883,17568,7759,6114,5036,2103,36,26
2024-06-08 16:20:33,1227.0,Test,27,77,24131,34432,13809,11036,10985,15824,17300,3059,31,27
2024-06-08 16:20:33,1227.0,Test,41,64,26890,13175,2399,8918,10079,7951,4146,1742,31,29
2024-06-08 16:20:33,1227.0,Test,54,66,19542,34993,3833,17630,8700,7684,2568,3347,36,30
2024-06-08 16:20:33,1227.0,Test,64,70,85007,54809,13846,21086,4518,10326,9237,4005,45,31
2024-06-08 16:20:33,1227.0,Test,57,63,74024,25862,6146,1423,2881,4381,2359,2007,37,31
2024-06-08 16:20:33,1227.0,Test,50,64,12907,29898,13610,8515,18463,7759,7377,3080,41,32
2024-06-08 16:20:33,1227.0,Test,48,63,33247,60725,20318,8683,6983,10685,16167,4634,29,33
2024-06-08 16:20:33,1227.0,Test,50,64,31532,32534,9484,16146,1898,8703,3911,1602,31,34
2024-06-08 16:20:33,1227.0,Test,48,80,16520,47172,19166,27757,4740,8347,2506,1241,50,35
2024-06-08 16:20:33,1227.0,Test,40,94,41244,19702,38951,5916,6005,4640,12807,7574,40,36
2024-06-08 16:20:33,1227.0,Test,38,91,22635,38665,4167,8691,4585,4965,2412,1338,38,37
2024-06-08 16:20:33,1227.0,Test,35,96,10196,6585,2599,5808,1878,1671,525,907,27,38
2024-06-08 16:20:33,1227.0,Test,37,84,31963,68695,21692,2871,3856,11147,2716,1663,22,39
2024-06-08 16:20:33,1227.0,Test,40,66,23244,69223,14769,9853,4249,9588,8607,1657,24,40
2024-06-08 16:20:33,1227.0,Test,34,64,72411,83389,10723,9028,7012,4195,2967,847,33,41
2024-06-08 16:20:33,1227.0,Test,37,56,20597,23004,10401,7054,7997,6393,2993,1719,40,42
2024-06-08 16:20:33,1227.0,Test,35,69,78498,21093,12925,32688,23495,6785,4924,3053,43,43
2024-06-08 16:20:33,1227.0,Test,34,83,52127,30957,8395,36038,8170,7640,3492,3524,45,44
2024-06-08 16:20:33,1227.0,Test,60,83,9191,8291,572,4833,8952,8498,2929,1496,50,45
2024-06-08 16:20:33,1227.0,Test,61,96,7916,1470,1272,6040,1029,1817,1369,927,59,46
2024-06-08 16:20:33,1227.0,Test,57,100,58046,25259,41026,11643,11264,5110,7143,3117,65,47
2024-06-08 16:20:33,1227.0,Test,57,100,56280,43520,39697,19835,11860,9861,4690,1862,74,48
2024-06-08 16:20:33,1227.0,Test,43,100,23999,34584,7255,23303,6477,8890,2482,1848,76,49
2024-06-08 16:20:33,1227.0,Test,37,90,32710,31767,8148,5086,17471,4142,2884,3021,77,50
2024-06-08 16:20:33,1227.0,Test,37,81,37066,68737,33170,13712,11045,8168,11112,2384,77,51
2024-06-08 16:20:33,1227.0,Test,29,69,41739,127658,47000,5779,10322,8978,5267,2892,79,52
2024-06-08 16:20:33,1227.0,Test,30,60,39706,52428,8056,8592,8771,11737,5195,717,75,53
2024-06-08 16:20:33,1227.0,Test,23,78,12339,22232,33427,5950,9318,2614,3550,3595,67,54
2024-06-08 16:20:33,1227.0,Test,23,80,60078,66405,24001,32962,9104,9438,5625,2026,65,55
2024-06-08 16:20:33,1227.0,Test,17,90,18072,66567,38674,19511,11137,3629,5264,793,59,56
2024-06-08 16:20:33,1227.0,Test,8,100,27008,40266,10211,36940,8126,4130,3523,1096,46,57
2024-06-08 16:20:33,1227.0,Test,21,94,48955,42289,26022,3537,4634,11588,1720,1472,36,58
2024-06-08 16:20:33,1227.0,Test,34,93,3250,5366,2304,3986,2865,2978,1181,675,32,59
2024-06-08 16:20:33,1227.0,Test,47,87,38395,38408,16324,4381,5332,7004,2857,1503,38,60
2024-06-08 16:20:33,1227.0,Test,61,77,63495,35171,15319,5781,7454,14304,3223,4310,43,61
2024-06-08 16:20:33,1227.0,Test,50,69,24209,77776,12045,10708,11329,4944,2419,1411,41,62
2024-06-08 16:20:33,1227.0,Test,41,57,15072,63680,2644,15051,8107,8810,1015,3241,35,63
2024-06-08 16:20:33,1227.0,Test,47,60,10390,23835,7681,9508,5070,7847,3220,2618,33,64
2024-06-08 16:20:33,1227.0,Test,38,60,30709,19646,6478,3934,6316,2998,3224,1005,32,65
2024-06-08 16:20:33,1227.0,Test,57,63,33168,6720,1948,4038,3992,5499,3088,880,31,66
2024-06-08 16:20:33,1227.0,Test,51,63,99032,123582,25218,4299,11278,8137,3005,4876,36,67
2024-06-08 16:20:33,1227.0,Test,43,53,72194,73522,10095,7317,8603,7250,5596,3060,46,68
2024-06-08 16:20:33,1227.0,Test,60,61,14532,3990,2671,11992,3950,10937,5298,2171,54,69
2024-06-08 16:20:33,1227.0,Test,40,78,7293,21906,22609,23488,4415,4050,3708,1511,47,70
2024-06-08 16:20:33,1227.0,Test,40,83,18016,51256,8752,11260,5075,3366,4809,1772,40,71
2024-06-08 16:20:33,1227.0,Test,51,80,12550,17023,2789,2159,9719,5953,3205,1667,51,72
2024-06-08 16:20:33,1227.0,Test,38,87,32961,7613,10811,13306,4267,4359,6776,2200,41,73
2024-06-08 16:20:33,1227.0,Test,37,77,62860,70041,35354,25551,18626,6569,3113,2150,43,74
2024-06-08 16:20:33,1227.0,Test,34,80,50918,88816,17067,33906,15858,4911,3978,3852,30,75
2024-06-08 16:20:33,1227.0,Test,17,91,36087,60651,18634,11998,3146,5992,3702,2482,30,76
2024-06-08 16:20:33,1227.0,Test,21,87,22733,25015,20731,10809,4542,9461,5930,2246,35,77
2024-06-08 16:20:33,1227.0,Test,21,87,30705,12002,6548,3180,836,1015,1521,403,26,78
2024-06-08 16:20:33,1227.0,Test,26,84,102335,46087,11158,12131,10039,4336,4172,1218,29,79
2024-06-08 16:20:33,1227.0,Test,30,80,6611,30159,10396,570,10533,4253,6288,2332,28,80
2024-06-08 16:20:33,1227.0,Test,27,75,34997,50898,28457,16596,11902,10954,5710,1921,30,81
2024-06-08 16:20:33,1227.0,Test,41,77,9350,10491,12085,4136,4259,5455,5734,3003,24,82
2024-06-08 16:20:33,1227.0,Test,54,88,25169,14400,31093,17998,13912,16141,9720,1869,43,83
2024-06-08 16:20:33,1227.0,Test,60,94,29647,32018,13319,7820,7127,9258,4871,1336,58,84
2024-06-08 16:20:33,1227.0,Test,53,100,777,19801,44152,11422,12286,4374,9294,1201,64,85
2024-06-08 16:20:33,1227.0,Test,48,96,66148,31225,9427,5887,7362,4669,3806,1880,72,86
2024-06-08 16:20:33,1227.0,Test,41,90,6069,13009,8074,7271,10921,3743,3648,1932,74,87
2024-06-08 16:20:33,1227.0,Test,40,91,59497,13150,6066,8929,8746,3965,3067,3661,77,88
2024-06-08 16:20:33,1227.0,Test,51,80,35735,18636,13351,7875,12362,7535,4013,5376,76,89
2024-06-08 16:20:33,1227.0,Test,56,80,46836,34914,3629,13511,6767,8908,2954,1706,74,90
2024-06-08 16:20:33,1227.0,Test,56,81,30829,38018,17534,15108,3808,11139,3415,2457,61,91
2024-06-08 16:20:33,1227.0,Test,51,91,30347,12215,5837,18154,1391,3322,3136,1686,43,92
2024-06-08 16:20:33,1227.0,Test,60,87,5560,13583,4956,3403,3579,9167,2156,1024,37,93
2024-06-08 16:20:33,1227.0,Test,51,84,21402,90085,16014,13260,6901,8223,3431,1527,32,94
2024-06-08 16:20:33,1227.0,Test,47,80,46500,31458,6728,12702,10492,4283,4852,2551,31,95
2024-06-08 16:20:33,1227.0,Test,48,67,5158,10406,2561,4011,785,1924,723,351,45,96
2024-06-08 16:20:33,1227.0,Test,38,67,40045,41928,11488,7855,10180,8155,3987,1443,59,97
2024-06-08 16:20:33,1227.0,Test,43,61,38059,39912,4765,3197,2454,6527,2594,2891,70,98
2024-06-08 16:20:33,1227.0,Test,48,60,7421,41906,17914,1140,6853,8437,4306,2103,65,99
2024-06-08 16:20:33,1227.0,Test,56,48,11876,33691,7777,4610,19837,12876,9583,1144,53,100
2024-06-08 16:20:33,1227.0,Test,54,54,32213,43583,24462,8606,8342,8688,2817,974,48,101
2024-06-08 16:20:33,1227.0,Test,57,77,10629,14473,27513,6450,4167,9179,4636,1916,45,102
2024-06-08 16:20:33,1227.0,Test,54,84,83221,28998,21044,9384,8515,6543,5967,3617,45,103
2024-06-08 16:20:33,1227.0,Test,47,93,14206,49482,10410,15308,5574,7915,3844,1468,45,104
2024-06-08 16:20:33,1227.0,Test,41,80,8922,57876,8366,3916,7861,5458,5490,1297,45,105
2024-06-08 16:20:33,1227.0,Test,47,67,24808,22361,7308,13636,7444,13778,6029,3604,51,106
2024-06-08 16:20:33,1227.0,Test,50,64,17985,16540,222,17403,9103,5232,1616,1479,48,107
2024-06-08 16:20:33,1227.0,Test,51,69,20228,51912,19544,17153,3759,9799,5389,2992,43,108
2024-06-08 16:20:33,1227.0,Test,54,70,10897,43724,5494,7541,13964,6144,3656,857,39,109
2024-06-08 16:20:33,1227.0,Test,57,61,16602,16010,3163,4447,5139,9840,5310,2309,41,110
2024-06-08 16:20:33,1227.0,Test,51,47,3581,46175,1546,5757,5265,3914,3634,3261,37,111
2024-06-08 16:20:33,1227.0,Test,48,41,58321,75094,22454,12695,5603,9439,5359,2494,38,112
2024-06-08 16:20:33,1227.0,Test,51,50,70978,20408,5876,7074,5756,5339,3121,1447,35,113
2024-06-08 16:20:33,1227.0,Test,40,51,9620,50223,13819,6134,8090,10077,4660,1763,47,114
2024-06-08 16:20:33,1227.0,Test,48,69,28125,24665,20557,2893,1559,8049,7059,2818,56,115
2024-06-08 16:20:33,1227.0,Test,50,70,19703,48588,10376,17616,8208,8139,3445,4311,58,116
2024-06-08 16:20:33,1227.0,Test,50,60,9147,50682,3295,6379,5021,8810,10164,8409,55,117
2024-06-08 16:20:33,1227.0,Test,50,69,6432,10220,4406,5416,3258,2349,1714,927,52,118
2024-06-08 16:20:33,1227.0,Test,38,63,3368,46604,17400,1551,2258,3741,5762,1251,45,119
2024-06-08 16:20:33,1227.0,Test,40,54,27739,47762,4692,10661,10109,8106,4701,2524,51,120
2024-06-08 16:20:33,1227.0,Test,34,69,24550,35622,11680,15786,15644,5217,5001,1633,52,121
2024-06-08 16:20:33,1227.0,Test,40,64,16311,47695,16828,14002,13361,16861,8049,8581,52,122
2024-06-08 16:20:33,1227.0,Test,51,56,13627,34173,5834,4060,19146,7534,3058,1582,62,123
2024-06-08 16:20:33,1227.0,Test,53,64,13300,30975,8116,12911,9273,7780,2099,2562,45,124
2024-06-08 16:20:33,1227.0,Test,64,64,21524,35278,17955,14611,5697,18245,2686,3316,45,125
2024-06-08 16:20:33,1227.0,Test,57,57,25925,86696,15883,7828,4000,13041,4674,2707,45,126
2024-06-08 16:20:33,1227.0,Test,56,56,7129,33637,3703,3755,10857,6505,4840,1163,37,127
2024-06-08 16:20:33,1227.0,Test,56,60,18029,21402,29335,6917,26879,9665,4413,1317,42,128
