Date,Duration,Tag,Attention,Relaxation,Delta,Theta,Low-Alpha,High-Alpha,Low-Beta,High-Beta,Low-Gamma,Mid-Gamma,SyncRate,Time-set
2024-05-31 15:12:35,1037.0,Test,50,70,18037,2994,1307,1376,855,585,310,172,0,0
2024-05-31 15:12:35,1037.0,Test,51,77,84906,30385,34241,8671,1809,3517,2578,2728,0,1
2024-05-31 15:12:35,1037.0,Test,66,77,266685,48014,12569,12134,4146,4452,3510,1050,0,2
2024-05-31 15:12:35,1037.0,Test,69,88,11208,8451,8841,6380,1364,3286,591,473,0,3
2024-05-31 15:12:35,1037.0,Test,67,84,144208,11517,3901,983,1191,1504,966,640,0,4
2024-05-31 15:12:35,1037.0,Test,60,69,434814,23908,3166,1369,860,499,317,138,0,5
2024-05-31 15:12:35,1037.0,Test,56,66,25460,46041,7813,7463,7287,2857,3939,1212,0,6
2024-05-31 15:12:35,1037.0,Test,37,44,114226,178033,11374,1378,1737,2874,949,952,0,7
2024-05-31 15:12:35,1037.0,Test,41,53,59444,12621,8990,13591,4030,4849,1678,1453,0,8
2024-05-31 15:12:35,1037.0,Test,51,67,50687,11408,14250,5317,1737,1903,908,1237,78,9
2024-05-31 15:12:35,1037.0,Test,47,80,30143,14604,10003,18194,1203,1021,571,629,73,10
2024-05-31 15:12:35,1037.0,Test,64,90,81482,40129,5089,6279,3095,6111,1329,1279,70,11
2024-05-31 15:12:35,1037.0,Test,60,80,13906,14883,3753,2280,2842,1825,1952,830,67,12
2024-05-31 15:12:35,1037.0,Test,50,69,156251,71256,13840,13131,1456,1682,1016,1406,67,13
2024-05-31 15:12:35,1037.0,Test,51,57,90123,60951,14743,3915,3296,2270,950,516,70,14
2024-05-31 15:12:35,1037.0,Test,40,64,35113,32865,8912,10424,1724,1553,960,1024,71,15
2024-05-31 15:12:35,1037.0,Test,38,63,15405,7219,1280,1081,773,700,359,103,82,16
2024-05-31 15:12:35,1037.0,Test,64,67,1294592,22471,35603,38472,60433,34032,8182,2238,76,17
2024-05-31 15:12:35,1037.0,Test,57,64,90029,97819,15603,4558,1394,1537,516,639,65,18
2024-05-31 15:12:35,1037.0,Test,54,47,121053,147632,3175,3374,3184,3101,532,782,59,19
2024-05-31 15:12:35,1037.0,Test,41,41,18859,169380,16967,5898,2454,3250,2119,813,57,20
2024-05-31 15:12:35,1037.0,Test,16,21,56477,96897,1605,3981,6859,2167,838,811,66,21
2024-05-31 15:12:35,1037.0,Test,17,23,34277,110494,15022,10511,1165,2533,999,1389,69,22
2024-05-31 15:12:35,1037.0,Test,17,26,92393,115773,3553,3999,4171,2517,1707,1201,71,23
2024-05-31 15:12:35,1037.0,Test,21,26,114511,70030,8222,2395,5859,2284,2016,920,70,24
2024-05-31 15:12:35,1037.0,Test,20,38,50518,122226,31162,2023,4502,2642,732,1313,71,25
2024-05-31 15:12:35,1037.0,Test,26,41,341030,43331,9574,6945,8647,2151,1060,962,65,26
2024-05-31 15:12:35,1037.0,Test,29,53,29824,41576,9248,3076,910,1289,1917,1663,61,27
2024-05-31 15:12:35,1037.0,Test,41,53,90466,25342,2463,1493,1717,3574,1417,1069,62,28
2024-05-31 15:12:35,1037.0,Test,44,53,29853,55337,5222,9134,3055,1857,1929,1678,68,29
2024-05-31 15:12:35,1037.0,Test,44,57,5623,11717,8024,1560,2053,715,273,316,86,30
2024-05-31 15:12:35,1037.0,Test,47,53,100798,102103,11335,11870,17186,3737,1185,1049,86,31
2024-05-31 15:12:35,1037.0,Test,41,60,69269,31161,9208,2882,1715,3217,2519,734,87,32
2024-05-31 15:12:35,1037.0,Test,51,74,41778,6172,7721,8291,2732,1570,682,1051,86,33
2024-05-31 15:12:35,1037.0,Test,53,64,62841,62823,7237,6339,2435,2986,2048,357,85,34
2024-05-31 15:12:35,1037.0,Test,63,66,179945,36156,7736,1237,994,4334,3278,699,83,35
2024-05-31 15:12:35,1037.0,Test,70,61,34512,8691,737,1141,730,1798,2811,1131,74,36
2024-05-31 15:12:35,1037.0,Test,77,61,8542,659,2516,1248,835,603,473,250,68,37
2024-05-31 15:12:35,1037.0,Test,83,70,89170,30298,16175,9108,4286,4538,3286,790,71,38
2024-05-31 15:12:35,1037.0,Test,91,75,39752,14889,4970,3334,2300,5907,1914,1178,73,39
2024-05-31 15:12:35,1037.0,Test,81,78,13622,14602,2859,741,645,992,426,342,76,40
2024-05-31 15:12:35,1037.0,Test,69,53,115854,69527,946,4618,2083,3031,2570,1258,68,41
2024-05-31 15:12:35,1037.0,Test,67,56,122605,9443,9981,1730,2406,1319,1478,694,59,42
2024-05-31 15:12:35,1037.0,Test,54,53,208051,89125,16961,2999,11275,7063,2042,854,74,44
2024-05-31 15:12:35,1037.0,Test,61,56,65219,47578,1160,4024,1079,3895,621,944,74,45
2024-05-31 15:12:35,1037.0,Test,70,51,220503,42295,21853,9081,8130,12341,7220,9222,75,46
2024-05-31 15:12:35,1037.0,Test,64,48,73361,85052,14066,4988,654,2966,2912,2269,73,47
2024-05-31 15:12:35,1037.0,Test,56,54,262556,43071,6781,9832,5048,1322,453,194,67,48
2024-05-31 15:12:35,1037.0,Test,44,54,15946,54963,3423,4214,2273,1420,2799,877,60,49
2024-05-31 15:12:35,1037.0,Test,38,63,43767,18318,39082,3452,4537,4933,2405,1389,45,50
2024-05-31 15:12:35,1037.0,Test,50,54,51001,33805,1372,1283,1424,3703,2758,943,28,51
2024-05-31 15:12:35,1037.0,Test,70,53,22196,13693,3654,2841,938,5052,2338,1042,27,52
2024-05-31 15:12:35,1037.0,Test,81,60,26129,9780,1952,1860,3327,1059,1503,901,44,53
2024-05-31 15:12:35,1037.0,Test,77,35,21753,90301,3003,2399,5511,3843,10319,1953,34,54
2024-05-31 15:12:35,1037.0,Test,78,54,137679,9082,9393,1044,688,2491,1094,720,36,55
2024-05-31 15:12:35,1037.0,Test,80,63,29973,5864,10134,4467,1957,5571,2623,885,45,56
2024-05-31 15:12:35,1037.0,Test,77,63,80956,48774,11952,3377,6339,3774,5873,3524,49,57
2024-05-31 15:12:35,1037.0,Test,83,78,33705,16477,5247,4072,6389,2632,1795,5338,59,58
2024-05-31 15:12:35,1037.0,Test,87,70,31938,5140,1897,840,361,1409,1628,721,61,59
2024-05-31 15:12:35,1037.0,Test,74,50,87134,52259,3113,936,2620,3145,6453,3623,69,60
2024-05-31 15:12:35,1037.0,Test,90,56,10194,11220,7187,5669,1265,8959,17234,2340,69,61
2024-05-31 15:12:35,1037.0,Test,97,60,34239,9280,3930,4742,1415,4313,6611,1358,60,62
2024-05-31 15:12:35,1037.0,Test,87,47,45808,74411,3560,1977,1349,3607,3717,880,65,63
2024-05-31 15:12:35,1037.0,Test,87,48,26100,67512,2171,3895,2614,4273,5021,1199,54,64
2024-05-31 15:12:35,1037.0,Test,70,41,15447,17338,4047,768,764,1301,1601,637,57,65
2024-05-31 15:12:35,1037.0,Test,57,34,136265,81162,12534,4851,2806,6152,8508,1584,66,66
2024-05-31 15:12:35,1037.0,Test,69,44,13386,18378,6664,2137,1686,4617,9813,1814,62,67
2024-05-31 15:12:35,1037.0,Test,75,54,27177,25451,2217,6185,2804,4040,12703,2038,65,68
2024-05-31 15:12:35,1037.0,Test,84,54,42885,12863,1910,3361,3786,3478,8337,3254,75,69
2024-05-31 15:12:35,1037.0,Test,94,67,26809,11671,16958,1827,1767,5238,4580,2486,71,70
2024-05-31 15:12:35,1037.0,Test,93,69,67936,17029,9833,2261,3876,4254,1841,2620,69,71
2024-05-31 15:12:35,1037.0,Test,90,69,74543,53765,12162,5683,3018,5188,1628,1242,75,72
2024-05-31 15:12:35,1037.0,Test,84,69,26754,26797,6075,2873,2129,3915,1963,2343,76,73
2024-05-31 15:12:35,1037.0,Test,81,61,51382,30828,10264,4653,1825,5388,2041,2451,85,74
2024-05-31 15:12:35,1037.0,Test,75,54,56356,45370,5304,3140,3328,4117,2166,3184,91,75
2024-05-31 15:12:35,1037.0,Test,87,51,17692,33240,4737,4555,4743,12216,3058,1460,84,76
2024-05-31 15:12:35,1037.0,Test,84,60,50519,3605,933,3386,1780,814,922,587,78,77
2024-05-31 15:12:35,1037.0,Test,75,63,646722,419449,185408,156884,70458,27249,4244,4899,68,78
2024-05-31 15:12:35,1037.0,Test,63,54,231330,18771,409,590,457,412,90,104,61,79
2024-05-31 15:12:35,1037.0,Test,47,53,3695,33671,3271,1954,534,1627,288,501,59,80
2024-05-31 15:12:35,1037.0,Test,47,48,69499,22892,8083,2026,1645,3674,1960,1884,60,81
2024-05-31 15:12:35,1037.0,Test,48,37,98317,164137,11958,10769,1715,7543,1523,1754,62,82
2024-05-31 15:12:35,1037.0,Test,63,54,10675,5797,4507,994,1408,1268,363,260,62,83
2024-05-31 15:12:35,1037.0,Test,67,51,48757,71973,2478,5954,5698,6028,1207,1021,64,84
2024-05-31 15:12:35,1037.0,Test,67,60,82350,22958,26237,7636,3323,6221,7812,657,62,85
2024-05-31 15:12:35,1037.0,Test,74,50,46840,53528,251,1711,2844,3391,10198,1770,61,86
2024-05-31 15:12:35,1037.0,Test,70,37,71731,314488,9728,25468,43891,29302,15583,8978,51,87
