Date,Duration,Tag,Attention,Relaxation,Delta,Theta,Low-Alpha,High-Alpha,Low-Beta,High-Beta,Low-Gamma,Mid-Gamma,SyncRate,Time-set
2024-06-08 13:25:19,345.0,Test,11,27,915504,55294,15405,14144,5349,4310,1487,1381,0,1
2024-06-08 13:25:19,345.0,Test,21,37,59239,49499,9175,8333,484,9118,1951,714,0,2
2024-06-08 13:25:19,345.0,Test,50,51,1018222,25181,2334,10824,6105,11712,8513,2288,0,3
2024-06-08 13:25:19,345.0,Test,54,60,45056,10395,7734,7032,3634,7229,6818,3288,0,4
2024-06-08 13:25:19,345.0,Test,56,51,1582328,92167,10848,14046,7962,7540,5234,2728,0,5
2024-06-08 13:25:19,345.0,Test,43,60,92085,24997,12147,2956,2024,1494,1517,459,0,5
2024-06-08 13:25:19,345.0,Test,29,66,204055,18894,6365,5101,2729,2665,380,213,0,6
2024-06-08 13:25:19,345.0,Test,10,51,126786,31880,5316,2998,6554,1991,1018,1532,0,7
2024-06-08 13:25:19,345.0,Test,26,61,21632,11610,2088,8400,3281,5932,2683,1408,0,8
2024-06-08 13:25:19,345.0,Test,26,35,577419,33974,1100,1316,1701,1183,423,424,74,10
2024-06-08 13:25:19,345.0,Test,40,35,4374,1628,380,1239,710,978,2182,256,63,11
2024-06-08 13:25:19,345.0,Test,38,30,105721,24255,3002,2501,3400,1386,651,227,48,12
2024-06-08 13:25:19,345.0,Test,24,17,1070823,85673,5929,8576,4192,7833,1599,1207,49,13
2024-06-08 13:25:19,345.0,Test,30,23,233156,177276,11866,7056,6276,11306,4488,3050,45,14
2024-06-08 13:25:19,345.0,Test,26,27,68182,14444,14353,6774,5976,7517,2045,5373,42,15
2024-06-08 13:25:19,345.0,Test,47,40,32117,21888,11406,7723,13073,12185,10291,7103,39,16
2024-06-08 13:25:19,345.0,Test,60,53,31196,16520,4554,11660,6455,8505,5213,10092,55,17
2024-06-08 13:25:19,345.0,Test,78,70,48116,5040,1525,2651,1951,3284,1705,866,69,18
2024-06-08 13:25:19,345.0,Test,61,44,8131,18117,539,1351,1323,922,905,865,81,19
2024-06-08 13:25:19,345.0,Test,47,44,66379,77930,32468,3815,5164,7241,1713,8998,80,20
2024-06-08 13:25:19,345.0,Test,44,34,29256,14556,4133,1094,5477,4739,4269,2912,81,21
2024-06-08 13:25:19,345.0,Test,41,30,18287,12148,6410,4139,9269,5996,4109,4455,86,22
2024-06-08 13:25:19,345.0,Test,47,44,27831,37269,4784,7248,2188,3815,2533,3903,85,23
2024-06-08 13:25:19,345.0,Test,56,35,60039,47178,2792,7984,3571,8279,2615,5369,84,24
