Date,Duration,Tag,Attention,Relaxation,Delta,Theta,Low-Alpha,High-Alpha,Low-Beta,High-Beta,Low-Gamma,Mid-Gamma,SyncRate,Time-set
2024-05-30 17:18:29,801.0,Test,50,54,852890,29601,11678,12536,6678,3735,2095,1295,0,0
2024-05-30 17:18:29,801.0,Test,47,60,107453,21454,8583,14223,7243,8412,14453,2880,0,1
2024-05-30 17:18:29,801.0,Test,37,54,120111,46135,7260,3035,1888,3592,1800,1376,0,2
2024-05-30 17:18:29,801.0,Test,34,70,932090,96745,85860,41835,15030,17505,17427,12628,0,3
2024-05-30 17:18:29,801.0,Test,47,61,20765,14183,2242,2625,1181,4349,763,858,0,4
2024-05-30 17:18:29,801.0,Test,44,54,132942,10572,3153,1246,2733,2750,1543,329,0,5
2024-05-30 17:18:29,801.0,Test,57,69,58037,15979,32376,7433,5466,15566,11697,2051,0,6
2024-05-30 17:18:29,801.0,Test,69,63,76320,40263,22335,12962,8226,18073,11835,3840,0,7
2024-05-30 17:18:29,801.0,Test,60,77,991882,74116,79343,17742,17456,14512,4216,3457,0,8
2024-05-30 17:18:29,801.0,Test,54,67,571287,44258,1783,5111,3875,5862,3392,5637,64,9
2024-05-30 17:18:29,801.0,Test,48,56,620574,113840,42078,5773,22715,22213,13984,4181,63,10
2024-05-30 17:18:29,801.0,Test,64,77,7809,3692,3729,12429,8466,4517,1740,635,73,30
2024-05-30 17:18:29,801.0,Test,60,84,21586,12448,18378,7832,5203,4395,3113,2753,67,31
2024-05-30 17:18:29,801.0,Test,66,80,6884,11728,1324,5102,8932,9213,9108,4182,77,32
2024-05-30 17:18:29,801.0,Test,60,74,29865,33449,13644,3537,6065,4092,4551,2749,81,33
2024-05-30 17:18:29,801.0,Test,44,69,11086,14661,9939,1627,629,1215,1061,1254,64,34
2024-05-30 17:18:29,801.0,Test,53,53,88571,11960,855,3575,3511,4618,1886,1603,61,35
2024-05-30 17:18:29,801.0,Test,48,64,10241,2316,1283,1383,130,1423,991,218,67,36
2024-05-30 17:18:29,801.0,Test,61,75,1529,1221,1335,3308,1233,1887,2060,791,72,37
2024-05-30 17:18:29,801.0,Test,69,77,7246,13159,5458,10142,5675,3410,2616,3910,79,38
2024-05-30 17:18:29,801.0,Test,51,75,9595,53041,7799,5805,7351,3252,741,1654,63,39
2024-05-30 17:18:29,801.0,Test,43,77,831692,32417,28763,15419,14032,10992,8200,2454,57,40
2024-05-30 17:18:29,801.0,Test,37,66,1095604,145562,43928,52190,20533,38254,13194,9331,55,41
2024-05-30 17:18:29,801.0,Test,34,61,274157,113289,31524,30155,6849,12606,6197,2614,58,42
2024-05-30 17:18:29,801.0,Test,50,77,8353,5203,4135,4368,1692,3362,1070,322,63,43
2024-05-30 17:18:29,801.0,Test,53,67,90342,35581,4095,14261,10937,9303,5287,1178,67,44
2024-05-30 17:18:29,801.0,Test,54,74,40052,22462,14149,10416,1606,8509,3335,3222,73,45
2024-05-30 17:18:29,801.0,Test,64,75,191272,33511,25571,1227,5823,11301,9107,3086,65,46
2024-05-30 17:18:29,801.0,Test,51,61,7436,11326,2643,836,3009,987,1536,1328,57,47
2024-05-30 17:18:29,801.0,Test,43,54,250698,139881,4237,24987,16557,13325,7976,2251,60,48
2024-05-30 17:18:29,801.0,Test,54,51,6057,5247,5169,7280,9482,11355,2389,2758,54,49
2024-05-30 17:18:29,801.0,Test,63,50,15230,4855,6303,2361,8514,5498,5011,2689,55,50
2024-05-30 17:18:29,801.0,Test,75,57,13952,9441,5384,4375,2450,4581,2910,2295,54,51
2024-05-30 17:18:29,801.0,Test,83,64,2227,4697,1075,1483,1553,1500,1179,1036,45,52
2024-05-30 17:18:29,801.0,Test,66,61,19596,26263,7269,6322,5507,4663,2060,2618,52,53
2024-05-30 17:18:29,801.0,Test,48,66,57577,39455,21970,19486,16744,5064,2943,3405,48,54
2024-05-30 17:18:29,801.0,Test,47,66,12084,12409,7251,5216,5875,4828,2164,730,45,55
2024-05-30 17:18:29,801.0,Test,24,56,21477,19696,1280,1194,1149,458,578,475,52,56
2024-05-30 17:18:29,801.0,Test,21,51,227085,110181,10915,22889,14425,12786,11000,5034,62,57
2024-05-30 17:18:29,801.0,Test,29,48,56386,5135,1354,1981,958,1256,1244,515,64,58
2024-05-30 17:18:29,801.0,Test,24,48,67194,16243,5733,8016,4084,3489,1979,1342,66,59
2024-05-30 17:18:29,801.0,Test,41,66,29627,14969,12252,3711,2592,3851,3071,2036,63,60
2024-05-30 17:18:29,801.0,Test,51,81,24308,1892,2082,3838,1381,2029,2416,349,59,61
2024-05-30 17:18:29,801.0,Test,61,78,13567,6778,1922,2577,3966,4465,4434,1635,67,62
2024-05-30 17:18:29,801.0,Test,64,77,196728,16421,9540,3438,3006,4056,1648,1578,75,63
2024-05-30 17:18:29,801.0,Test,60,78,510322,16704,13610,8917,5191,3013,2263,1136,76,64
2024-05-30 17:18:29,801.0,Test,63,61,46046,15698,1820,5805,12411,8895,3641,1320,82,65
2024-05-30 17:18:29,801.0,Test,57,61,9278,17647,5094,2607,3549,5478,3696,2195,83,66
2024-05-30 17:18:29,801.0,Test,63,60,10549,2839,1696,642,521,1347,1510,437,80,67
2024-05-30 17:18:29,801.0,Test,63,51,260862,45256,5574,16146,7596,5017,3570,1694,74,68
2024-05-30 17:18:29,801.0,Test,56,57,13541,28242,6223,11035,13865,9635,5050,2256,53,69
2024-05-30 17:18:29,801.0,Test,54,53,11278,28048,3539,3891,2975,6895,2896,1670,49,70
2024-05-30 17:18:29,801.0,Test,54,51,7495,11156,5259,3520,6025,4913,2103,1225,56,71
2024-05-30 17:18:29,801.0,Test,70,51,23587,15693,5234,5087,3805,8316,5708,2812,45,72
2024-05-30 17:18:29,801.0,Test,74,44,44837,28788,3713,3959,7219,8848,4931,1583,34,73
2024-05-30 17:18:29,801.0,Test,70,56,960,3178,1528,2036,1559,973,544,265,33,74
2024-05-30 17:18:29,801.0,Test,75,66,6999,5147,13564,3827,1799,8069,3124,1281,50,75
2024-05-30 17:18:29,801.0,Test,74,67,21821,5397,4781,3224,7680,4054,4153,2512,57,76
