Date,Duration,Tag,Attention,Relaxation,Delta,Theta,Low-Alpha,High-Alpha,Low-Beta,High-Beta,Low-Gamma,Mid-Gamma,SyncRate,Time-set
2024-06-13 13:44:24,469.0,Test,38,30,15029,19134,8263,10456,10205,7421,3816,4654,0,0
2024-06-13 13:44:24,469.0,Test,54,29,10831,24942,6821,4643,8220,11639,6723,3009,0,1
2024-06-13 13:44:24,469.0,Test,64,34,10911,21383,4284,10060,16276,8432,13099,7453,0,2
2024-06-13 13:44:24,469.0,Test,70,40,28913,3717,13167,5020,17277,12929,7739,9472,0,3
2024-06-13 13:44:24,469.0,Test,80,35,27379,12679,6996,5346,12816,10912,10235,2901,0,4
2024-06-13 13:44:24,469.0,Test,74,38,16351,20986,2593,8323,3462,5883,3256,1721,0,5
2024-06-13 13:44:24,469.0,Test,61,30,21101,105322,14365,13509,11907,11903,6158,2977,0,6
2024-06-13 13:44:24,469.0,Test,53,20,10915,15911,1482,5627,11622,6143,6755,3463,0,7
2024-06-13 13:44:24,469.0,Test,38,13,5876,42585,4585,8184,6583,5614,3578,2787,0,8
2024-06-13 13:44:24,469.0,Test,40,17,25325,29016,12234,11316,7923,10261,8301,1931,78,9
2024-06-13 13:44:24,469.0,Test,40,34,8619,36925,12672,21107,10427,6490,4900,3535,73,10
2024-06-13 13:44:24,469.0,Test,27,38,13457,23246,3250,4376,1841,2443,1145,1187,59,11
2024-06-13 13:44:24,469.0,Test,29,54,37195,12064,11675,17907,16333,5169,6575,1399,45,12
2024-06-13 13:44:24,469.0,Test,27,51,41122,34040,13174,8069,11056,8422,6412,2982,37,13
2024-06-13 13:44:24,469.0,Test,34,38,17475,29261,6536,3195,8542,5985,8760,2626,32,14
2024-06-13 13:44:24,469.0,Test,48,41,5408,21251,6422,7128,6523,11785,5025,1909,30,15
2024-06-13 13:44:24,469.0,Test,50,27,5622,31973,4908,9569,13978,6442,1400,2217,30,16
2024-06-13 13:44:24,469.0,Test,56,14,6796,15129,2962,2393,14373,6724,6126,1276,36,17
2024-06-13 13:44:24,469.0,Test,54,34,20951,20432,10217,16175,1784,5932,3766,3231,34,18
2024-06-13 13:44:24,469.0,Test,37,41,27859,66900,42717,6843,5039,6486,3458,3651,27,19
2024-06-13 13:44:24,469.0,Test,30,54,15399,29769,30329,4229,7495,6241,3956,1745,30,20
2024-06-13 13:44:24,469.0,Test,29,66,16912,15795,4407,6508,8975,7423,3627,4897,25,21
2024-06-13 13:44:24,469.0,Test,30,54,5017,23135,11409,3732,5307,5811,2797,1418,26,22
2024-06-13 13:44:24,469.0,Test,35,40,7391,69382,7652,10123,9889,6321,5793,1702,27,23
2024-06-13 13:44:24,469.0,Test,35,37,21403,28393,13829,12255,6970,5383,7400,1532,21,24
2024-06-13 13:44:24,469.0,Test,10,41,46895,88661,20844,25873,8754,3030,2700,2236,30,25
2024-06-13 13:44:24,469.0,Test,7,51,16522,24240,13460,16871,4079,5261,2673,5340,32,26
2024-06-13 13:44:24,469.0,Test,21,64,15687,15980,13621,2867,4140,9617,3563,3444,36,27
2024-06-13 13:44:24,469.0,Test,29,80,4983,7007,22290,11069,3849,6700,4905,3210,47,28
2024-06-13 13:44:24,469.0,Test,54,66,5365,23599,4265,2137,4066,7808,6162,1967,56,29
2024-06-13 13:44:24,469.0,Test,56,69,16610,17114,15701,13816,4523,5414,4512,3951,58,30
2024-06-13 13:44:24,469.0,Test,51,61,46708,44869,5935,12836,10085,10377,3152,1285,62,31
2024-06-13 13:44:24,469.0,Test,53,43,34556,19032,8065,9331,8533,7626,1294,3413,60,32
2024-06-13 13:44:24,469.0,Test,38,47,15641,35361,6261,4188,3304,2860,4915,3246,61,33
2024-06-13 13:44:24,469.0,Test,34,21,22686,69322,4711,8130,1750,5200,3487,863,63,34
2024-06-13 13:44:24,469.0,Test,29,27,22594,31078,11294,10644,3296,6962,8412,1642,61,35
2024-06-13 13:44:24,469.0,Test,24,17,30534,26018,3479,5182,8290,4271,6387,4449,63,36
2024-06-13 13:44:24,469.0,Test,24,11,26125,74547,7164,5149,6048,4829,4708,3084,66,37
2024-06-13 13:44:24,469.0,Test,37,23,15326,13560,4473,3621,2964,4163,4143,2760,68,38
2024-06-13 13:44:24,469.0,Test,40,10,1154504,86957,10850,13125,10901,22361,15151,6970,62,39
2024-06-13 13:44:24,469.0,Test,38,13,3939,26824,8544,1365,3597,3446,6147,2000,58,40
2024-06-13 13:44:24,469.0,Test,50,17,63119,27324,5883,2487,5026,7473,4351,2026,50,41
2024-06-13 13:44:24,469.0,Test,37,3,11726,79269,3785,8346,8777,4731,3523,2100,43,42
2024-06-13 13:44:24,469.0,Test,23,1,5983,69536,4005,3975,3856,4079,4771,3309,51,43
2024-06-13 13:44:24,469.0,Test,24,1,6675,77840,12155,14304,6983,11945,4814,8093,53,44
2024-06-13 13:44:24,469.0,Test,13,1,18942,45744,3997,15645,6299,4188,11364,2582,64,45
2024-06-13 13:44:24,469.0,Test,16,24,20521,37211,16945,16667,6399,5185,2302,4506,60,46
2024-06-13 13:44:24,469.0,Test,21,47,29458,57038,30937,7807,3811,7608,6833,4149,45,47
2024-06-13 13:44:24,469.0,Test,29,48,7073,26905,3980,9299,3552,10943,4813,1608,46,48
2024-06-13 13:44:24,469.0,Test,44,66,13213,7455,16162,14902,5015,10701,5812,2499,56,49
2024-06-13 13:44:24,469.0,Test,61,51,3457,28117,3377,9163,5147,16317,2360,1871,60,50
2024-06-13 13:44:24,469.0,Test,61,29,17705,73248,3290,5708,8182,7596,7735,2882,66,51
2024-06-13 13:44:24,469.0,Test,44,41,47160,39612,11453,22811,8307,4036,14385,2348,72,52
2024-06-13 13:44:24,469.0,Test,50,16,2041,18803,3906,3618,6546,10483,3193,3232,69,53
2024-06-13 13:44:24,469.0,Test,44,17,12354,28873,6508,5234,1390,10164,5778,4285,68,54
2024-06-13 13:44:24,469.0,Test,44,48,47795,91717,77240,35307,8190,18916,8354,3235,58,55
2024-06-13 13:44:24,469.0,Test,50,44,38838,37976,23064,7533,8524,5410,9940,3713,47,56
2024-06-13 13:44:24,469.0,Test,30,64,43007,55076,53060,12708,9782,9132,4404,6723,43,57
2024-06-13 13:44:24,469.0,Test,34,70,10069,14928,7003,5085,2918,7891,7472,6098,31,58
2024-06-13 13:44:24,469.0,Test,50,48,4442,26180,2372,4882,1848,16296,4660,3538,29,59
2024-06-13 13:44:24,469.0,Test,60,44,89613,30026,12119,13106,13889,10644,7735,2109,30,60
2024-06-13 13:44:24,469.0,Test,67,48,14117,6357,23707,5615,12139,6602,9323,3137,40,61
2024-06-13 13:44:24,469.0,Test,67,38,14934,22348,3064,4330,4127,9176,5155,592,43,62
2024-06-13 13:44:24,469.0,Test,63,50,25893,20188,3686,11053,7087,9314,4757,3371,45,62
2024-06-13 13:44:24,469.0,Test,57,43,6609,32341,5181,5145,2917,5196,3762,1839,28,64
2024-06-13 13:44:24,469.0,Test,64,21,16871,15631,4637,2911,8961,7784,2875,4574,28,65
2024-06-13 13:44:24,469.0,Test,57,21,26047,45475,10533,5244,11018,9049,3212,2252,31,66
2024-06-13 13:44:24,469.0,Test,50,29,39641,36862,27742,12300,4683,9489,5985,4276,36,67
2024-06-13 13:44:24,469.0,Test,48,24,10613,43911,8234,2035,4015,6265,4985,2080,58,68
2024-06-13 13:44:24,469.0,Test,35,14,247045,72933,6445,2371,5865,6221,3819,1664,65,69
2024-06-13 13:44:24,469.0,Test,30,3,17121,32134,1341,2238,6951,3717,3713,3461,66,70
2024-06-13 13:44:24,469.0,Test,20,1,34295,104712,4607,5080,5674,4711,8932,8002,68,71
2024-06-13 13:44:24,469.0,Test,24,1,7455,25501,5621,8292,5309,6838,5154,8111,65,72
2024-06-13 13:44:24,469.0,Test,41,1,5473,16180,709,4734,7433,8679,5170,1184,63,73
2024-06-13 13:44:24,469.0,Test,41,1,27587,50122,4626,4241,3852,6170,7820,1419,64,74
2024-06-13 13:44:24,469.0,Test,48,27,10885,17254,15500,10453,13658,3604,3996,2054,65,75
2024-06-13 13:44:24,469.0,Test,48,27,11825,36462,10642,5525,3443,8372,6023,2714,64,76
2024-06-13 13:44:24,469.0,Test,37,27,44035,49835,4853,6731,4392,7411,8641,2579,62,77
2024-06-13 13:44:24,469.0,Test,41,40,193277,72863,30491,6041,14078,17348,2234,951,68,78
2024-06-13 13:44:24,469.0,Test,40,38,8587,8324,1478,5178,957,1131,2604,1019,73,79
2024-06-13 13:44:24,469.0,Test,24,35,38863,59714,7576,12038,4475,3138,3318,3451,70,80
2024-06-13 13:44:24,469.0,Test,10,40,6639,24234,4226,2687,2524,1010,1500,973,53,81
2024-06-13 13:44:24,469.0,Test,13,60,16787,12988,43290,6331,3734,13763,5166,5010,35,81
2024-06-13 13:44:24,469.0,Test,21,63,7973,16631,12882,11979,5311,6777,3096,1667,34,83
2024-06-13 13:44:24,469.0,Test,30,57,17790,33808,4207,3469,5868,5227,5086,1876,30,83
2024-06-13 13:44:24,469.0,Test,50,77,5688,2643,2579,4151,2146,1755,1675,730,46,84
2024-06-13 13:44:24,469.0,Test,51,48,13685,38800,1051,10988,9140,13124,6309,1424,55,85
2024-06-13 13:44:24,469.0,Test,44,38,12471,37415,13418,3068,3996,4807,8837,3689,51,86
2024-06-13 13:44:24,469.0,Test,47,47,1330,11184,5020,346,1438,2808,802,590,53,87
2024-06-13 13:44:24,469.0,Test,47,34,21162,5187,2496,1075,1424,1597,1034,814,56,88
2024-06-13 13:44:24,469.0,Test,48,44,50471,11246,9316,4726,8424,7406,5682,2730,55,89
2024-06-13 13:44:24,469.0,Test,47,50,34111,45141,15681,13749,6377,5526,4880,3516,44,90
2024-06-13 13:44:24,469.0,Test,30,63,2514,10719,9435,2092,436,737,1268,984,43,91
2024-06-13 13:44:24,469.0,Test,29,67,5975,24100,11827,8570,4700,6483,4623,2422,42,93
2024-06-13 13:44:24,469.0,Test,27,61,8348,11883,1799,3488,1386,5063,3258,4680,28,94
2024-06-13 13:44:24,469.0,Test,27,56,5716,18239,3065,4795,2999,1653,1595,629,22,95
2024-06-13 13:44:24,469.0,Test,56,41,5183,4407,3943,2955,9147,6989,4045,4249,27,96
2024-06-13 13:44:24,469.0,Test,51,35,32887,58240,9077,15803,12569,7297,2834,2940,22,97
2024-06-13 13:44:24,469.0,Test,24,20,57539,74518,5319,1162,561,1043,736,311,39,98
2024-06-13 13:44:24,469.0,Test,35,23,15870,30430,9933,9743,4117,7457,9717,2332,40,99
2024-06-13 13:44:24,469.0,Test,27,29,13824,19710,3528,17313,6628,9494,6339,3494,41,100
2024-06-13 13:44:24,469.0,Test,26,23,10602,68709,5766,9250,2248,4822,1976,2386,44,101
2024-06-13 13:44:24,469.0,Test,47,40,3089,12035,2995,1474,839,2294,705,665,45,101
2024-06-13 13:44:24,469.0,Test,60,30,6984,13799,5566,1698,3412,15274,3036,2602,46,103
2024-06-13 13:44:24,469.0,Test,54,14,8925,68034,11665,2339,1105,10964,9576,938,48,103
2024-06-13 13:44:24,469.0,Test,64,4,7345,45604,2815,1610,2981,10085,7516,6915,41,104
2024-06-13 13:44:24,469.0,Test,67,17,9045,5298,4941,2939,914,2277,1590,1011,37,105
2024-06-13 13:44:24,469.0,Test,51,20,22227,34358,5966,7095,11893,5434,3967,1695,45,106
2024-06-13 13:44:24,469.0,Test,48,24,5723,95262,21804,5577,7360,10796,5148,3516,40,107
2024-06-13 13:44:24,469.0,Test,35,51,2922,20409,9965,4766,500,1560,1527,405,38,108
2024-06-13 13:44:24,469.0,Test,35,34,8828,74450,8539,8192,8008,15236,2215,4054,38,109
