Date,Duration,Tag,Attention,Relaxation,Delta,Theta,Low-Alpha,High-Alpha,Low-Beta,High-Beta,Low-Gamma,Mid-Gamma,SyncRate,Time-set
2024-06-13 14:23:49,756.0,Test,69,41,970294,94631,43496,11592,12734,4549,4494,1031,0,1
2024-06-13 14:23:49,756.0,Test,67,37,1865051,265393,48437,17289,26663,26743,9774,7165,0,2
2024-06-13 14:23:49,756.0,Test,61,30,774254,322966,54402,61636,82908,48471,29104,19987,0,3
2024-06-13 14:23:49,756.0,Test,64,27,592586,63182,6490,6162,9191,11261,7994,2844,0,3
2024-06-13 14:23:49,756.0,Test,84,24,2461871,165753,24936,104558,62549,80953,21722,7946,0,4
2024-06-13 14:23:49,756.0,Test,88,11,613994,139871,6890,7663,11281,21507,4455,5040,0,5
2024-06-13 14:23:49,756.0,Test,91,16,293673,35691,12956,4302,8346,6739,1342,1540,0,6
2024-06-13 14:23:49,756.0,Test,77,27,552956,492950,90970,105709,45638,19419,19834,6024,0,7
2024-06-13 14:23:49,756.0,Test,63,35,280547,28038,6813,19399,5024,2740,1250,360,0,8
2024-06-13 14:23:49,756.0,Test,60,54,246959,75264,21887,17659,10568,12541,17953,6037,24,9
2024-06-13 14:23:49,756.0,Test,56,53,392941,132962,29167,23495,13512,16394,6097,3067,24,10
2024-06-13 14:23:49,756.0,Test,69,63,538830,34368,33277,12530,16692,9865,6163,2549,32,11
2024-06-13 14:23:49,756.0,Test,77,60,716763,108149,18016,52043,18062,16288,17819,2661,35,12
2024-06-13 14:23:49,756.0,Test,78,74,792928,22591,24033,55851,29000,13980,10065,3085,33,13
2024-06-13 14:23:49,756.0,Test,93,63,52689,15446,954,4932,10065,10288,3648,1315,42,14
2024-06-13 14:23:49,756.0,Test,94,69,64989,23819,26775,21683,5104,10629,4023,1906,52,15
2024-06-13 14:23:49,756.0,Test,88,66,22224,34463,7378,8508,962,2245,1125,1113,69,16
2024-06-13 14:23:49,756.0,Test,93,56,23220,4947,1965,2960,2565,2077,2688,812,76,17
2024-06-13 14:23:49,756.0,Test,83,61,55471,58647,9644,7795,6077,13522,5032,1469,73,18
2024-06-13 14:23:49,756.0,Test,81,41,52602,52125,6486,12715,8539,8715,6965,1876,66,19
2024-06-13 14:23:49,756.0,Test,91,43,7415,39364,16398,9728,8733,8841,4539,3223,52,20
2024-06-13 14:23:49,756.0,Test,87,26,49782,59625,8736,3835,19609,8925,6832,3218,53,21
2024-06-13 14:23:49,756.0,Test,90,38,18833,16075,4496,15585,7992,8288,4815,1753,50,22
2024-06-13 14:23:49,756.0,Test,90,57,27054,17367,12167,31100,8163,7335,3800,1940,54,23
2024-06-13 14:23:49,756.0,Test,91,67,75419,3135,1109,5340,1898,1758,1341,783,51,24
2024-06-13 14:23:49,756.0,Test,90,80,15584,12743,1445,4476,1656,1949,770,313,54,25
2024-06-13 14:23:49,756.0,Test,90,81,536260,23600,12768,14641,8230,13173,4866,1486,54,26
2024-06-13 14:23:49,756.0,Test,91,61,38365,51301,2579,16518,10560,9959,2347,1537,63,27
2024-06-13 14:23:49,756.0,Test,93,61,160079,14520,27588,8071,7998,10679,2165,2480,72,28
2024-06-13 14:23:49,756.0,Test,91,48,57593,58360,5621,3877,15890,6795,2416,1750,63,29
2024-06-13 14:23:49,756.0,Test,78,41,23925,16155,4394,4452,3618,1314,965,437,69,30
2024-06-13 14:23:49,756.0,Test,69,30,107730,74526,1409,8958,4132,5420,2408,1931,71,31
2024-06-13 14:23:49,756.0,Test,66,13,13546,13467,2482,1974,1504,2106,1197,985,73,32
2024-06-13 14:23:49,756.0,Test,63,23,120776,59181,3516,14759,8128,6105,3106,1162,71,33
2024-06-13 14:23:49,756.0,Test,70,23,16883,22800,7857,6284,5176,4572,3383,2286,68,34
2024-06-13 14:23:49,756.0,Test,74,26,22825,58108,6563,5317,3577,6502,4687,3189,67,35
2024-06-13 14:23:49,756.0,Test,74,40,35133,36830,28005,5386,6463,8903,6313,1700,68,36
2024-06-13 14:23:49,756.0,Test,74,61,6023,5260,9194,2651,2938,1766,765,272,61,37
2024-06-13 14:23:49,756.0,Test,77,53,23971,42838,7547,7122,10984,9495,3946,1663,60,38
2024-06-13 14:23:49,756.0,Test,70,57,11976,19543,3397,1897,1763,1356,2222,430,62,39
2024-06-13 14:23:49,756.0,Test,63,41,37217,116772,18237,9185,6656,7072,4570,2728,66,40
2024-06-13 14:23:49,756.0,Test,69,34,72395,21978,12734,15921,10723,10051,6384,2248,72,41
2024-06-13 14:23:49,756.0,Test,63,35,1758223,118002,40581,6422,41943,12631,6359,2850,71,42
2024-06-13 14:23:49,756.0,Test,67,47,198758,58616,31745,11846,9048,10506,10731,9880,62,43
2024-06-13 14:23:49,756.0,Test,78,67,300405,25469,22140,15376,4280,8322,5054,2805,66,44
2024-06-13 14:23:49,756.0,Test,69,48,75009,113845,10540,8917,5906,10479,4555,2141,70,45
2024-06-13 14:23:49,756.0,Test,78,53,119414,38102,19098,5097,8745,12730,5814,2052,67,46
2024-06-13 14:23:49,756.0,Test,88,34,819304,42447,2363,4949,4894,13797,4351,3200,52,47
2024-06-13 14:23:49,756.0,Test,84,30,10125,25598,11307,22398,11078,6576,12208,3398,45,48
2024-06-13 14:23:49,756.0,Test,90,30,29841,10917,329,2402,3711,1891,1108,1594,48,49
2024-06-13 14:23:49,756.0,Test,84,30,9008,8661,1637,2825,1917,1413,1420,659,46,50
2024-06-13 14:23:49,756.0,Test,70,43,19718,62538,13593,10322,12772,6345,4524,4662,45,51
2024-06-13 14:23:49,756.0,Test,74,38,44288,16594,5083,19125,16222,5098,902,2466,37,52
2024-06-13 14:23:49,756.0,Test,75,66,75175,17788,21425,17333,4172,8547,2947,4397,28,53
2024-06-13 14:23:49,756.0,Test,70,80,43047,33671,35983,7731,4746,6502,4891,3710,33,54
2024-06-13 14:23:49,756.0,Test,75,80,16548,52718,10599,11335,8175,8769,1579,2377,28,55
2024-06-13 14:23:49,756.0,Test,66,35,25403,35459,6041,4035,3646,4731,3292,1283,33,57
2024-06-13 14:23:49,756.0,Test,80,21,46951,15071,1017,7587,2865,7380,4800,1743,35,58
2024-06-13 14:23:49,756.0,Test,87,26,10262,15577,6795,4492,4833,5751,2184,1009,32,59
2024-06-13 14:23:49,756.0,Test,84,30,24737,58131,4832,5911,2857,4445,2415,2615,34,60
2024-06-13 14:23:49,756.0,Test,84,27,1962,8450,1031,714,532,1008,476,709,38,61
2024-06-13 14:23:49,756.0,Test,77,8,286842,220082,13393,7130,48675,29767,14332,4590,37,62
2024-06-13 14:23:49,756.0,Test,57,1,18687,36707,4528,1613,361,1361,1043,479,46,63
2024-06-13 14:23:49,756.0,Test,64,27,23091,1431,10163,13132,4321,3294,1839,849,47,64
2024-06-13 14:23:49,756.0,Test,64,35,102807,46652,7646,16776,13700,8070,9388,2029,47,65
2024-06-13 14:23:49,756.0,Test,57,54,21492,13036,4949,2134,1459,1196,1135,982,45,66
2024-06-13 14:23:49,756.0,Test,70,56,1504699,65781,8755,4799,5727,8610,7077,3651,44,67
2024-06-13 14:23:49,756.0,Test,75,51,9767,8167,13590,26219,6412,8244,3507,3481,43,68
2024-06-13 14:23:49,756.0,Test,83,63,25569,5597,2620,5220,608,3371,830,786,50,69
2024-06-13 14:23:49,756.0,Test,93,57,1084534,18721,3218,7404,10617,5234,6971,3569,58,70
2024-06-13 14:23:49,756.0,Test,84,60,65429,84030,7251,10055,5385,4918,2498,959,68,71
2024-06-13 14:23:49,756.0,Test,74,60,11126,5028,10075,2835,897,973,1232,437,81,72
2024-06-13 14:23:49,756.0,Test,67,43,203243,112141,12772,16635,17768,23395,11378,6497,76,73
2024-06-13 14:23:49,756.0,Test,64,51,12898,29896,17117,7205,3234,6392,2067,2632,75,74
2024-06-13 14:23:49,756.0,Test,87,50,16093,13493,2254,2139,4048,9738,3170,1436,67,75
2024-06-13 14:23:49,756.0,Test,96,34,44992,26701,10303,6488,3693,6888,2866,3938,47,76
2024-06-13 14:23:49,756.0,Test,100,43,8641,14968,13269,4207,15272,7343,3163,2257,44,77
2024-06-13 14:23:49,756.0,Test,100,43,43977,27779,22525,1856,6888,5617,3957,2173,36,78
2024-06-13 14:23:49,756.0,Test,83,51,2617,6192,1036,1279,467,818,608,316,34,79
2024-06-13 14:23:49,756.0,Test,83,47,38620,35387,5805,8642,2570,8270,2595,1909,31,80
2024-06-13 14:23:49,756.0,Test,70,50,62110,54046,6866,26566,3356,5400,5238,2581,31,81
2024-06-13 14:23:49,756.0,Test,64,27,12902,43644,589,3620,5956,2433,1146,471,53,82
2024-06-13 14:23:49,756.0,Test,60,38,46491,37514,15808,28585,11523,3852,6311,4442,53,83
2024-06-13 14:23:49,756.0,Test,51,30,40131,92837,2481,16331,6552,8420,2248,1744,57,84
2024-06-13 14:23:49,756.0,Test,53,26,15103,43640,11716,6833,10635,4488,2695,1343,63,85
2024-06-13 14:23:49,756.0,Test,53,43,24238,27386,10421,2858,1220,2024,2428,531,60,86
2024-06-13 14:23:49,756.0,Test,57,30,3880,11018,1447,2605,1139,1285,1041,520,60,87
2024-06-13 14:23:49,756.0,Test,67,35,15925,22782,4669,5452,12798,7715,9358,1125,60,88
2024-06-13 14:23:49,756.0,Test,75,48,12205,11421,11701,9405,3825,5000,2266,1934,59,89
2024-06-13 14:23:49,756.0,Test,87,38,6855,47075,6812,4946,4098,11047,1143,950,56,90
2024-06-13 14:23:49,756.0,Test,100,41,1021,7522,3764,5186,3232,14665,3274,3063,68,91
2024-06-13 14:23:49,756.0,Test,100,38,6144,13227,2658,3492,4758,12938,4253,1817,65,92
2024-06-13 14:23:49,756.0,Test,100,27,8220,7653,2378,3699,2669,3768,1810,1871,63,93
2024-06-13 14:23:49,756.0,Test,100,16,8994,32074,440,2588,9952,3366,5386,1412,53,94
2024-06-13 14:23:49,756.0,Test,70,11,509225,149673,17282,15268,10029,4878,4374,1885,49,95
2024-06-13 14:23:49,756.0,Test,63,16,22177,34999,9599,4531,3895,10976,5363,2362,61,96
2024-06-13 14:23:49,756.0,Test,60,24,75857,20357,20476,10471,5411,9463,15369,927,60,97
2024-06-13 14:23:49,756.0,Test,57,24,67495,130630,1660,5639,26040,12889,1830,1921,56,98
2024-06-13 14:23:49,756.0,Test,75,43,48202,27360,17090,14468,6740,10142,3438,2172,57,99
2024-06-13 14:23:49,756.0,Test,69,27,1217,9791,588,80,529,1374,1122,610,51,100
2024-06-13 14:23:49,756.0,Test,67,27,24385,21017,18456,10033,5234,8847,3163,1031,46,101
2024-06-13 14:23:49,756.0,Test,67,44,61910,43799,8320,3724,3092,4672,926,511,40,102
2024-06-13 14:23:49,756.0,Test,70,37,38067,32086,7569,7337,2511,10913,4835,1273,42,103
