Date,Duration,Tag,Attention,Relaxation,Delta,Theta,Low-Alpha,High-Alpha,Low-Beta,High-Beta,Low-Gamma,Mid-Gamma,SyncRate,Time-set
2024-06-13 10:40:33,836.0,Test,24,74,550853,255257,130157,29664,9615,10255,5200,3075,0,1
2024-06-13 10:40:33,836.0,Test,24,80,249220,10164,2335,6825,1449,1928,436,398,0,2
2024-06-13 10:40:33,836.0,Test,37,97,242873,120922,109949,33010,41201,32179,4680,1891,0,3
2024-06-13 10:40:33,836.0,Test,47,100,64967,5663,1266,3145,2303,1634,326,646,0,4
2024-06-13 10:40:33,836.0,Test,53,88,1047337,221384,37460,17483,12932,12537,10139,3984,0,5
2024-06-13 10:40:33,836.0,Test,38,63,93543,79861,6125,5192,2714,3318,5400,625,0,6
2024-06-13 10:40:33,836.0,Test,24,66,44939,11796,13630,5685,5175,1205,641,165,0,7
2024-06-13 10:40:33,836.0,Test,8,44,320367,34749,1435,3448,2274,1832,819,770,0,8
2024-06-13 10:40:33,836.0,Test,4,61,253785,155870,64674,78093,33393,10154,3499,862,0,9
2024-06-13 10:40:33,836.0,Test,11,93,12899,6346,3460,9071,1381,1070,1316,183,68,10
2024-06-13 10:40:33,836.0,Test,23,84,41813,23725,13295,12956,5162,4771,2420,941,66,11
2024-06-13 10:40:33,836.0,Test,40,91,55332,43597,4832,6612,3099,9911,1796,1271,62,12
2024-06-13 10:40:33,836.0,Test,41,84,1066637,42675,19697,7014,4274,2562,808,1840,59,13
2024-06-13 10:40:33,836.0,Test,26,56,700692,192102,18984,12125,9532,2292,2524,2002,55,14
2024-06-13 10:40:33,836.0,Test,10,43,399305,75403,6688,16066,6846,1515,1299,1551,60,15
2024-06-13 10:40:33,836.0,Test,1,43,470474,122292,16715,14460,20494,3520,2344,1208,67,16
2024-06-13 10:40:33,836.0,Test,1,35,83038,63744,4517,16075,8777,6287,911,4417,76,17
2024-06-13 10:40:33,836.0,Test,1,26,1074028,362972,20568,14512,18743,3451,3337,866,74,18
2024-06-13 10:40:33,836.0,Test,1,13,170649,160545,10906,5954,8205,1682,1304,1209,69,19
2024-06-13 10:40:33,836.0,Test,1,11,135429,47004,6788,4244,3519,1219,368,571,70,20
2024-06-13 10:40:33,836.0,Test,16,20,158558,8470,12131,2723,10307,10232,465,867,63,21
2024-06-13 10:40:33,836.0,Test,40,48,20681,8961,5933,3808,3279,1522,497,1325,59,22
2024-06-13 10:40:33,836.0,Test,53,70,2364419,305533,88040,113565,44256,20323,8352,3247,67,23
2024-06-13 10:40:33,836.0,Test,60,74,459544,85330,6682,14867,2723,4586,1870,3151,75,24
2024-06-13 10:40:33,836.0,Test,30,81,169795,39497,21414,23661,7874,2547,1544,962,77,25
