,Platform,Year,Genre,Global_Sales
3276,XB,2002,Action,0.13
3277,GBA,2002,Sports,0.13
3278,XB,2002,Action,0.13
3279,GC,2002,Sports,0.13
3280,GC,2002,Platform,0.13
3281,PS2,2002,Role-Playing,0.13
3282,XB,2002,Misc,0.13
3283,PS2,2002,Racing,0.13
3284,XB,2002,Action,0.13
3285,PC,2002,Strategy,0.13
3286,XB,2002,Action,0.13
3287,GC,2002,Fighting,0.13
3288,GC,2002,Platform,0.13
3289,PS2,2002,Strategy,0.13
3290,GBA,2002,Sports,0.13
3291,GC,2002,Misc,0.13
3292,GBA,2002,Sports,0.13
3293,PS2,2002,Racing,0.13
3294,GC,2002,Fighting,0.13
3295,XB,2002,Racing,0.13
3296,XB,2002,Racing,0.13
3297,XB,2002,Fighting,0.13
3298,PS,2002,Sports,0.13
3299,GBA,2002,Action,0.12
3300,PS2,2002,Adventure,0.12
3301,GBA,2002,Sports,0.12
3302,PS2,2002,Platform,0.12
3303,XB,2002,Racing,0.12
3304,PS2,2002,Sports,0.12
3305,GC,2002,Sports,0.12
3306,GC,2002,Racing,0.12
3307,GC,2002,Fighting,0.12
3308,GC,2002,Sports,0.12
3309,PS2,2002,Fighting,0.12
3310,GBA,2002,Shooter,0.12
3311,XB,2002,Sports,0.12
3312,GC,2002,Shooter,0.12
3313,PS2,2002,Racing,0.12
3314,XB,2002,Racing,0.11
3315,XB,2002,Action,0.11
3316,GBA,2002,Role-Playing,0.11
3317,GBA,2002,Sports,0.11
3318,GBA,2002,Shooter,0.11
3319,GC,2002,Racing,0.11
3320,XB,2002,Sports,0.11
3321,XB,2002,Shooter,0.11
3322,XB,2002,Shooter,0.11
3323,GC,2002,Shooter,0.11
3324,PS,2002,Fighting,0.11
3325,GBA,2002,Action,0.11
3326,GC,2002,Sports,0.11
3327,GBA,2002,Platform,0.11
3328,GC,2002,Fighting,0.11
3329,GC,2002,Racing,0.11
3330,GBA,2002,Shooter,0.11
3331,PS2,2002,Strategy,0.11
3332,GBA,2002,Action,0.11
3333,PS2,2002,Shooter,0.11
3334,PS2,2002,Shooter,0.11
3335,PS2,2002,Sports,0.11
3336,XB,2002,Sports,0.11
3337,XB,2002,Fighting,0.11
3338,GC,2002,Action,0.11
3339,GC,2002,Misc,0.11
3340,XB,2002,Sports,0.11
3341,GC,2002,Shooter,0.11
3342,PS2,2002,Racing,0.11
3343,GBA,2002,Shooter,0.11
3344,PS2,2002,Sports,0.1
3345,PS2,2002,Simulation,0.1
3346,PS2,2002,Sports,0.1
3347,GBA,2002,Racing,0.1
3348,GC,2002,Action,0.1
3349,PS2,2002,Fighting,0.1
3350,PS2,2002,Shooter,0.1
3351,GC,2002,Action,0.1
3352,GC,2002,Sports,0.1
3353,XB,2002,Sports,0.1
3354,GBA,2002,Platform,0.1
3355,XB,2002,Puzzle,0.1
3356,PS2,2002,Sports,0.1
3357,XB,2002,Shooter,0.1
3358,GBA,2002,Fighting,0.1
3359,GBA,2002,Shooter,0.1
3360,XB,2002,Simulation,0.1
3361,XB,2002,Racing,0.1
3362,XB,2002,Action,0.1
3363,PS2,2002,Racing,0.09
3364,XB,2002,Misc,0.09
3365,GC,2002,Fighting,0.09
3366,XB,2002,Sports,0.09
3367,GBA,2002,Action,0.09
3368,XB,2002,Racing,0.09
3369,GC,2002,Racing,0.09
3370,GBA,2002,Platform,0.09
3371,GBA,2002,Sports,0.09
3372,GBA,2002,Puzzle,0.09
3373,XB,2002,Action,0.09
3374,PS2,2002,Action,0.09
3375,GC,2002,Racing,0.09
3376,GC,2002,Racing,0.09
3377,PS2,2002,Racing,0.09
3378,GBA,2002,Shooter,0.09
3379,PS2,2002,Sports,0.09
3380,GC,2002,Action,0.09
3381,XB,2002,Misc,0.09
3382,PS,2002,Sports,0.09
3383,XB,2002,Sports,0.09
3384,GC,2002,Sports,0.09
3385,XB,2002,Action,0.09
3386,PC,2002,Strategy,0.09
3387,GC,2002,Platform,0.09
3388,PS2,2002,Shooter,0.09
3389,PS2,2002,Misc,0.09
3390,XB,2002,Adventure,0.08
3391,GC,2002,Puzzle,0.08
3392,PS2,2002,Adventure,0.08
3393,PS2,2002,Sports,0.08
3394,PS2,2002,Racing,0.08
3395,GC,2002,Sports,0.08
3396,GC,2002,Sports,0.08
3397,GC,2002,Sports,0.08
3398,GC,2002,Misc,0.08
3399,N64,2002,Sports,0.08
3400,GBA,2002,Fighting,0.08
3401,XB,2002,Action,0.08
3402,GC,2002,Platform,0.08
3403,GC,2002,Role-Playing,0.08
3404,PS2,2002,Simulation,0.08
3405,GBA,2002,Sports,0.08
3406,GC,2002,Fighting,0.08
3407,PS2,2002,Shooter,0.08
3408,GC,2002,Sports,0.08
3409,GC,2002,Misc,0.08
3410,XB,2002,Platform,0.08
3411,GBA,2002,Racing,0.08
3412,PS2,2002,Strategy,0.08
3413,GBA,2002,Shooter,0.08
3414,GC,2002,Racing,0.08
3415,XB,2002,Action,0.08
3416,PS2,2002,Role-Playing,0.07
3417,GBA,2002,Platform,0.07
3418,GBA,2002,Puzzle,0.07
3419,PS2,2002,Action,0.07
3420,PS2,2002,Simulation,0.07
3421,XB,2002,Strategy,0.07
3422,XB,2002,Racing,0.07
3423,XB,2002,Racing,0.07
3424,XB,2002,Action,0.07
3425,GC,2002,Sports,0.07
3426,PS2,2002,Adventure,0.07
3427,GBA,2002,Sports,0.07
3428,XB,2002,Action,0.07
3429,XB,2002,Racing,0.07
3430,XB,2002,Platform,0.07
3431,PS2,2002,Action,0.07
3432,PS,2002,Adventure,0.07
3433,PS2,2002,Fighting,0.07
3434,PS2,2002,Role-Playing,0.07
3435,GC,2002,Action,0.07
3436,GC,2002,Sports,0.07
3437,PS2,2002,Sports,0.07
3438,GBA,2002,Fighting,0.07
3439,PS2,2002,Sports,0.07
3440,GBA,2002,Action,0.07
3441,GBA,2002,Simulation,0.06
3442,XB,2002,Adventure,0.06
3443,GC,2002,Sports,0.06
3444,XB,2002,Sports,0.06
3445,GBA,2002,Puzzle,0.06
3446,GC,2002,Racing,0.06
3447,GBA,2002,Misc,0.06
3448,XB,2002,Sports,0.06
3449,PS2,2002,Action,0.06
3450,PS,2002,Simulation,0.06
3451,GBA,2002,Puzzle,0.06
3452,PS2,2002,Action,0.06
3453,GBA,2002,Sports,0.06
3454,GC,2002,Sports,0.06
3455,GC,2002,Puzzle,0.06
3456,GBA,2002,Fighting,0.06
3457,PS,2002,Sports,0.06
3458,GBA,2002,Adventure,0.06
3459,GC,2002,Sports,0.06
3460,XB,2002,Adventure,0.06
3461,XB,2002,Action,0.06
3462,PS2,2002,Sports,0.06
3463,GC,2002,Sports,0.06
3464,GC,2002,Racing,0.06
3465,XB,2002,Platform,0.06
3466,GBA,2002,Racing,0.06
3467,PS2,2002,Sports,0.06
3468,GBA,2002,Action,0.06
3469,PS2,2002,Racing,0.06
3470,XB,2002,Shooter,0.06
3471,GBA,2002,Strategy,0.05
3472,GBA,2002,Role-Playing,0.05
3473,PS2,2002,Puzzle,0.05
3474,PS2,2002,Role-Playing,0.05
3475,XB,2002,Sports,0.05
3476,GC,2002,Action,0.05
3477,GBA,2002,Sports,0.05
3478,GBA,2002,Role-Playing,0.05
3479,PS,2002,Fighting,0.05
3480,XB,2002,Platform,0.05
3481,PS2,2002,Puzzle,0.05
3482,XB,2002,Platform,0.05
3483,GC,2002,Sports,0.05
3484,GC,2002,Platform,0.05
3485,XB,2002,Racing,0.05
3486,PS2,2002,Racing,0.05
3487,PS2,2002,Adventure,0.05
3488,PS2,2002,Racing,0.05
3489,GC,2002,Misc,0.05
3490,XB,2002,Simulation,0.05
3491,GC,2002,Fighting,0.05
3492,GC,2002,Sports,0.05
3493,GC,2002,Sports,0.05
3494,GBA,2002,Puzzle,0.05
3495,GC,2002,Sports,0.05
3496,GBA,2002,Misc,0.05
3497,GBA,2002,Puzzle,0.05
3498,GBA,2002,Shooter,0.05
3499,PS2,2002,Role-Playing,0.05
3500,GC,2002,Sports,0.05
3501,GBA,2002,Fighting,0.05
3502,GBA,2002,Racing,0.05
3503,XB,2002,Fighting,0.05
3504,XB,2002,Role-Playing,0.05
3505,XB,2002,Action,0.05
3506,PC,2002,Action,0.05
3507,GC,2002,Racing,0.05
3508,GC,2002,Racing,0.05
3509,XB,2002,Sports,0.05
3510,PS2,2002,Sports,0.05
3511,GC,2002,Platform,0.04
3512,GBA,2002,Shooter,0.04
3513,PS2,2002,Fighting,0.04
3514,GBA,2002,Shooter,0.04
3515,GBA,2002,Misc,0.04
3516,GBA,2002,Action,0.04
3517,PS2,2002,Sports,0.04
3518,XB,2002,Sports,0.04
3519,PC,2002,Simulation,0.04
3520,GC,2002,Sports,0.04
3521,GC,2002,Platform,0.04
3522,PS2,2002,Racing,0.04
3523,GBA,2002,Sports,0.04
3524,GBA,2002,Sports,0.04
3525,GBA,2002,Role-Playing,0.04
3526,XB,2002,Racing,0.04
3527,PS2,2002,Sports,0.04
3528,GBA,2002,Action,0.04
3529,GBA,2002,Shooter,0.04
3530,GC,2002,Sports,0.04
3531,PS2,2002,Sports,0.04
3532,GBA,2002,Shooter,0.04
3533,GBA,2002,Action,0.04
3534,XB,2002,Racing,0.04
3535,GBA,2002,Shooter,0.04
3536,XB,2002,Sports,0.03
3537,GBA,2002,Action,0.03
3538,GBA,2002,Shooter,0.03
3539,PS2,2002,Sports,0.03
3540,PS2,2002,Misc,0.03
3541,GBA,2002,Platform,0.03
3542,PS2,2002,Adventure,0.03
3543,GBA,2002,Action,0.03
3544,GBA,2002,Platform,0.03
3545,GC,2002,Sports,0.03
3546,PC,2002,Role-Playing,0.03
3547,GC,2002,Racing,0.03
3548,GC,2002,Platform,0.03
3549,PS2,2002,Puzzle,0.03
3550,GBA,2002,Platform,0.03
3551,PS2,2002,Strategy,0.03
3552,PC,2002,Action,0.03
3553,XB,2002,Role-Playing,0.03
3554,GBA,2002,Action,0.03
3555,XB,2002,Racing,0.03
3556,GBA,2002,Fighting,0.03
3557,GC,2002,Action,0.03
3558,XB,2002,Sports,0.03
3559,GBA,2002,Sports,0.03
3560,GBA,2002,Sports,0.03
3561,PS2,2002,Racing,0.03
3562,PC,2002,Shooter,0.03
3563,PS2,2002,Adventure,0.03
3564,GC,2002,Puzzle,0.02
3565,GC,2002,Racing,0.02
3566,XB,2002,Sports,0.02
3567,GBA,2002,Racing,0.02
3568,GBA,2002,Shooter,0.02
3569,PS,2002,Platform,0.02
3570,XB,2002,Racing,0.02
3571,GBA,2002,Role-Playing,0.02
3572,GBA,2002,Platform,0.02
3573,GBA,2002,Role-Playing,0.02
3574,GBA,2002,Role-Playing,0.02
3575,XB,2002,Sports,0.02
3576,PS,2002,Role-Playing,0.02
3577,PS2,2002,Sports,0.02
3578,GC,2002,Sports,0.02
3579,PS2,2002,Sports,0.02
3580,PC,2002,Strategy,0.02
3581,PS2,2002,Adventure,0.02
3582,PS2,2002,Racing,0.02
3583,GC,2002,Platform,0.02
3584,PS2,2002,Racing,0.02
3585,PS2,2002,Action,0.02
3586,GBA,2002,Sports,0.02
3587,GBA,2002,Racing,0.02
3588,PS,2002,Adventure,0.02
3589,GC,2002,Sports,0.02
3590,GBA,2002,Strategy,0.02
3591,XB,2002,Sports,0.02
3592,GBA,2002,Action,0.02
3593,XB,2002,Sports,0.02
3594,PS2,2002,Adventure,0.02
3595,GBA,2002,Action,0.02
3596,PC,2002,Simulation,0.02
3597,GC,2002,Sports,0.02
3598,GBA,2002,Misc,0.02
3599,GBA,2002,Sports,0.02
3600,GC,2002,Sports,0.02
3601,PS2,2002,Racing,0.02
3602,PS2,2002,Adventure,0.02
3603,PS,2002,Action,0.02
3604,GBA,2002,Sports,0.02
3605,GBA,2002,Sports,0.02
3606,GC,2002,Racing,0.02
3607,XB,2002,Racing,0.02
3608,PC,2002,Strategy,0.02
3609,PS2,2002,Misc,0.02
3610,PC,2002,Shooter,0.01
3611,PC,2002,Strategy,0.01
3612,PS2,2002,Misc,0.01
3613,XB,2002,Puzzle,0.01
3614,GBA,2002,Racing,0.01
3615,PC,2002,Action,0.01
3616,GBA,2002,Simulation,0.01
3617,XB,2002,Sports,0.01
3618,PC,2002,Action,0.01
3619,GBA,2002,Fighting,0.01
3620,GBA,2002,Adventure,0.01
3621,GBA,2002,Racing,0.01
3622,GBA,2002,Racing,0.01
3623,XB,2002,Racing,0.01
3624,PC,2002,Shooter,0.01
3625,PC,2002,Role-Playing,0.01
3626,XB,2002,Puzzle,0.01
3627,GC,2002,Adventure,0.01
3628,XB,2002,Sports,0.01
3629,GC,2002,Puzzle,0.01
3630,GBA,2002,Role-Playing,0.01
3631,GBA,2002,Fighting,0.01
3632,GBA,2002,Platform,0.01
3633,PS2,2003,Racing,7.2
3634,GC,2003,Racing,6.95
3635,PS2,2003,Role-Playing,5.29
3636,GBA,2003,Platform,5.2
3637,PS2,2003,Shooter,5.13
3638,PS2,2003,Racing,4.7
3639,PS2,2003,Misc,4.2
3640,PS2,2003,Sports,3.9
3641,PS2,2003,Action,3.28
3642,PS2,2003,Action,3.27
3643,PS2,2003,Action,3.18
3644,PS2,2003,Platform,2.96
3645,PS2,2003,Shooter,2.94
3646,PS2,2003,Sports,2.9
3647,GBA,2003,Action,2.82
3648,PS2,2003,Fighting,2.8
3649,PS2,2003,Platform,2.78
3650,PS2,2003,Platform,2.78
3651,PS2,2003,Simulation,2.77
3652,PS2,2003,Action,2.65
3653,GC,2003,Role-Playing,2.54
3654,XB,2003,Action,2.49
3655,PS2,2003,Simulation,2.43
3656,PS2,2003,Fighting,2.41
3657,PS2,2003,Action,2.22
3658,XB,2003,Role-Playing,2.19
3659,GBA,2003,Role-Playing,2.17
3660,GBA,2003,Role-Playing,2.13
3661,PS2,2003,Action,2.11
3662,PS2,2003,Action,2.09
3663,GC,2003,Misc,2.08
3664,PS2,2003,Fighting,2.06
3665,GBA,2003,Platform,2.04
3666,PS2,2003,Sports,2.03
3667,PS2,2003,Action,1.97
3668,PS2,2003,Racing,1.95
3669,PS2,2003,Sports,1.95
3670,PS2,2003,Fighting,1.94
3671,PC,2003,Simulation,1.92
3672,PS2,2003,Simulation,1.81
3673,PS2,2003,Racing,1.78
3674,PS2,2003,Action,1.72
3675,PS2,2003,Role-Playing,1.72
3676,XB,2003,Racing,1.71
3677,PC,2003,Simulation,1.68
3678,PS2,2003,Sports,1.67
3679,XB,2003,Racing,1.67
3680,PS2,2003,Sports,1.67
3681,PS2,2003,Platform,1.67
3682,PS2,2003,Sports,1.63
3683,GC,2003,Racing,1.62
3684,GC,2003,Platform,1.6
3685,GBA,2003,Misc,1.56
3686,XB,2003,Shooter,1.55
3687,PC,2003,Strategy,1.54
3688,GC,2003,Sports,1.53
3689,GC,2003,Fighting,1.5
3690,GC,2003,Role-Playing,1.49
3691,GBA,2003,Platform,1.47
3692,PS2,2003,Misc,1.46
3693,PS2,2003,Action,1.45
3694,PS2,2003,Racing,1.41
3695,XB,2003,Action,1.38
3696,GBA,2003,Platform,1.36
3697,XB,2003,Racing,1.35
3698,PS2,2003,Shooter,1.34
3699,GBA,2003,Simulation,1.33
3700,GBA,2003,Role-Playing,1.32
3701,GBA,2003,Platform,1.29
3702,PS2,2003,Action,1.28
3703,XB,2003,Sports,1.27
3704,GC,2003,Platform,1.27
3705,PC,2003,Sports,1.26
3706,PS2,2003,Action,1.25
3707,PS,2003,Misc,1.23
3708,GBA,2003,Platform,1.23
3709,GBA,2003,Puzzle,1.23
3710,GC,2003,Racing,1.21
3711,XB,2003,Action,1.2
3712,GBA,2003,Racing,1.19
3713,PS2,2003,Sports,1.17
3714,XB,2003,Shooter,1.17
3715,GC,2003,Misc,1.15
3716,PS2,2003,Platform,1.15
3717,PS2,2003,Action,1.14
3718,XB,2003,Action,1.14
3719,XB,2003,Shooter,1.11
3720,GC,2003,Role-Playing,1.1
3721,GBA,2003,Role-Playing,1.09
3722,XB,2003,Sports,1.09
3723,PS2,2003,Racing,1.08
3724,GBA,2003,Fighting,1.08
3725,PS2,2003,Action,1.06
3726,PS2,2003,Sports,1.04
3727,GC,2003,Fighting,1.04
3728,PS2,2003,Sports,1.03
3729,PC,2003,Sports,1.01
3730,PS2,2003,Racing,1.0
3731,XB,2003,Fighting,1.0
3732,GC,2003,Racing,0.99
3733,GBA,2003,Strategy,0.97
3734,PS2,2003,Sports,0.97
3735,GC,2003,Platform,0.95
3736,GBA,2003,Misc,0.95
3737,PS2,2003,Racing,0.94
3738,PS2,2003,Action,0.94
3739,XB,2003,Action,0.94
3740,PS2,2003,Sports,0.94
3741,GBA,2003,Action,0.93
3742,PS2,2003,Action,0.92
3743,PS2,2003,Racing,0.92
3744,PS2,2003,Racing,0.91
3745,XB,2003,Platform,0.9
3746,PS2,2003,Sports,0.9
3747,GC,2003,Action,0.89
3748,XB,2003,Simulation,0.87
3749,XB,2003,Shooter,0.87
3750,PS2,2003,Action,0.86
3751,PS2,2003,Racing,0.84
3752,XB,2003,Shooter,0.83
3753,GC,2003,Simulation,0.8
3754,GC,2003,Role-Playing,0.79
3755,XB,2003,Sports,0.79
3756,PS2,2003,Shooter,0.77
3757,PS2,2003,Sports,0.76
3758,PS2,2003,Fighting,0.76
3759,GBA,2003,Role-Playing,0.74
3760,GBA,2003,Action,0.73
3761,PS2,2003,Simulation,0.72
3762,PS2,2003,Fighting,0.71
3763,PS2,2003,Action,0.71
3764,GC,2003,Puzzle,0.71
3765,GC,2003,Sports,0.7
3766,PS2,2003,Shooter,0.7
3767,GC,2003,Fighting,0.69
3768,GC,2003,Action,0.69
3769,XB,2003,Sports,0.68
3770,GC,2003,Fighting,0.68
3771,XB,2003,Shooter,0.67
3772,PS2,2003,Platform,0.67
3773,PS2,2003,Sports,0.66
3774,XB,2003,Action,0.66
3775,GBA,2003,Role-Playing,0.66
3776,GC,2003,Simulation,0.66
3777,GC,2003,Racing,0.65
3778,GBA,2003,Strategy,0.65
3779,PS2,2003,Role-Playing,0.65
3780,XB,2003,Shooter,0.64
3781,PS2,2003,Platform,0.64
3782,PS2,2003,Fighting,0.63
3783,XB,2003,Sports,0.62
3784,GC,2003,Action,0.62
3785,GC,2003,Misc,0.62
3786,PS2,2003,Shooter,0.61
3787,PS2,2003,Fighting,0.61
3788,GBA,2003,Sports,0.6
3789,PS2,2003,Fighting,0.6
3790,PS2,2003,Strategy,0.6
3791,XB,2003,Sports,0.59
3792,GBA,2003,Simulation,0.59
3793,PS2,2003,Sports,0.59
3794,PS2,2003,Action,0.58
3795,PS2,2003,Action,0.58
3796,XB,2003,Platform,0.57
3797,PS2,2003,Shooter,0.57
3798,GC,2003,Action,0.56
3799,GBA,2003,Action,0.56
3800,GBA,2003,Action,0.56
3801,XB,2003,Simulation,0.56
3802,XB,2003,Fighting,0.56
3803,PS2,2003,Role-Playing,0.56
3804,PS2,2003,Misc,0.56
3805,GBA,2003,Strategy,0.56
3806,PS2,2003,Sports,0.56
3807,GBA,2003,Platform,0.55
3808,PS2,2003,Misc,0.55
3809,XB,2003,Simulation,0.54
3810,PS2,2003,Strategy,0.54
3811,GBA,2003,Platform,0.54
3812,PS2,2003,Sports,0.54
3813,PS2,2003,Platform,0.54
3814,PS2,2003,Fighting,0.54
3815,PS2,2003,Action,0.53
3816,PS2,2003,Sports,0.53
3817,PS2,2003,Shooter,0.53
3818,PS2,2003,Sports,0.52
3819,PS2,2003,Shooter,0.52
3820,GC,2003,Sports,0.51
3821,PS2,2003,Sports,0.51
3822,XB,2003,Sports,0.51
3823,PS2,2003,Platform,0.5
3824,XB,2003,Racing,0.5
3825,PS2,2003,Racing,0.5
3826,GBA,2003,Action,0.49
3827,GC,2003,Simulation,0.49
3828,PS2,2003,Sports,0.49
3829,PS2,2003,Misc,0.49
3830,PS2,2003,Racing,0.49
3831,PS2,2003,Misc,0.48
3832,PS2,2003,Simulation,0.48
3833,PS2,2003,Racing,0.47
3834,PS2,2003,Misc,0.46
3835,GBA,2003,Racing,0.46
3836,GBA,2003,Role-Playing,0.46
3837,XB,2003,Sports,0.46
3838,GC,2003,Action,0.45
3839,XB,2003,Shooter,0.45
3840,PS2,2003,Action,0.45
3841,XB,2003,Racing,0.45
3842,PS2,2003,Action,0.44
3843,GBA,2003,Platform,0.44
3844,GC,2003,Platform,0.44
3845,GBA,2003,Action,0.44
3846,PS2,2003,Misc,0.44
3847,GBA,2003,Action,0.44
3848,PS2,2003,Action,0.43
3849,XB,2003,Sports,0.43
3850,PS2,2003,Action,0.43
3851,GBA,2003,Platform,0.43
3852,PS2,2003,Action,0.43
3853,PS2,2003,Role-Playing,0.43
3854,XB,2003,Misc,0.43
3855,GC,2003,Shooter,0.42
3856,XB,2003,Simulation,0.42
3857,PS2,2003,Adventure,0.42
3858,PS2,2003,Sports,0.42
3859,PS,2003,Sports,0.42
3860,PS2,2003,Racing,0.42
3861,PS2,2003,Action,0.42
3862,PS2,2003,Sports,0.41
3863,PS2,2003,Simulation,0.41
3864,PS2,2003,Misc,0.41
3865,PS2,2003,Sports,0.41
3866,PS,2003,Misc,0.4
3867,GC,2003,Platform,0.4
3868,GC,2003,Sports,0.4
3869,PS2,2003,Platform,0.4
3870,GBA,2003,Action,0.39
3871,XB,2003,Sports,0.39
3872,PS2,2003,Misc,0.39
3873,PS2,2003,Misc,0.39
3874,GBA,2003,Sports,0.39
3875,PS2,2003,Action,0.38
3876,PS2,2003,Role-Playing,0.38
3877,GC,2003,Sports,0.38
3878,PS2,2003,Strategy,0.38
3879,GC,2003,Adventure,0.38
3880,PS2,2003,Sports,0.37
3881,GBA,2003,Sports,0.37
3882,GBA,2003,Adventure,0.37
3883,PS2,2003,Sports,0.36
3884,XB,2003,Sports,0.36
3885,PS2,2003,Platform,0.36
3886,PS2,2003,Role-Playing,0.36
3887,PS2,2003,Misc,0.35
3888,PS2,2003,Action,0.35
3889,XB,2003,Sports,0.35
3890,PS2,2003,Racing,0.35
3891,GBA,2003,Action,0.35
3892,PS2,2003,Action,0.35
3893,GBA,2003,Action,0.35
3894,XB,2003,Misc,0.35
3895,PS2,2003,Misc,0.35
3896,PS2,2003,Shooter,0.35
3897,PS2,2003,Simulation,0.34
3898,GC,2003,Action,0.34
3899,PS2,2003,Adventure,0.33
3900,GBA,2003,Platform,0.33
3901,GC,2003,Fighting,0.33
3902,XB,2003,Action,0.33
3903,XB,2003,Shooter,0.33
3904,PS2,2003,Action,0.33
3905,PS2,2003,Role-Playing,0.33
3906,GBA,2003,Platform,0.33
3907,GBA,2003,Misc,0.33
3908,PS2,2003,Shooter,0.32
3909,PS2,2003,Fighting,0.32
3910,GC,2003,Action,0.32
3911,PS2,2003,Platform,0.32
3912,PS2,2003,Sports,0.32
3913,PS2,2003,Fighting,0.32
3914,XB,2003,Sports,0.32
3915,XB,2003,Racing,0.31
3916,GBA,2003,Sports,0.31
3917,PS2,2003,Misc,0.31
3918,PS2,2003,Simulation,0.31
3919,XB,2003,Racing,0.3
3920,GBA,2003,Platform,0.3
3921,PS2,2003,Action,0.3
3922,GBA,2003,Racing,0.3
3923,GBA,2003,Action,0.3
3924,PS2,2003,Fighting,0.3
3925,PC,2003,Simulation,0.3
3926,GBA,2003,Sports,0.3
3927,XB,2003,Action,0.3
3928,XB,2003,Sports,0.3
3929,GBA,2003,Racing,0.29
3930,GBA,2003,Simulation,0.29
3931,GBA,2003,Misc,0.29
3932,XB,2003,Role-Playing,0.29
3933,PS2,2003,Platform,0.29
3934,XB,2003,Sports,0.29
3935,GBA,2003,Role-Playing,0.29
3936,PS2,2003,Racing,0.28
3937,GBA,2003,Sports,0.28
3938,PS2,2003,Racing,0.28
3939,PS2,2003,Sports,0.28
3940,GC,2003,Racing,0.28
3941,PS2,2003,Action,0.28
3942,XB,2003,Fighting,0.28
3943,XB,2003,Shooter,0.28
3944,PS2,2003,Platform,0.28
3945,GBA,2003,Racing,0.28
3946,PS2,2003,Sports,0.28
3947,GC,2003,Misc,0.28
3948,PS2,2003,Sports,0.28
3949,GBA,2003,Platform,0.28
3950,XB,2003,Fighting,0.27
3951,GC,2003,Role-Playing,0.27
3952,GC,2003,Sports,0.27
3953,PS2,2003,Racing,0.27
3954,PS2,2003,Simulation,0.27
3955,GBA,2003,Action,0.27
3956,XB,2003,Sports,0.27
3957,GBA,2003,Sports,0.26
3958,XB,2003,Sports,0.26
3959,XB,2003,Role-Playing,0.26
3960,GC,2003,Racing,0.26
3961,GBA,2003,Action,0.26
3962,PS2,2003,Sports,0.26
3963,XB,2003,Simulation,0.25
3964,PS2,2003,Misc,0.25
3965,XB,2003,Sports,0.25
3966,GC,2003,Platform,0.25
3967,XB,2003,Shooter,0.25
3968,GC,2003,Fighting,0.25
3969,PS2,2003,Sports,0.25
3970,PS2,2003,Sports,0.24
3971,PS2,2003,Platform,0.24
3972,XB,2003,Racing,0.24
3973,XB,2003,Racing,0.24
3974,XB,2003,Shooter,0.24
3975,PS2,2003,Role-Playing,0.24
3976,PS2,2003,Role-Playing,0.24
3977,XB,2003,Sports,0.24
3978,PS2,2003,Action,0.24
3979,XB,2003,Platform,0.24
3980,PS2,2003,Misc,0.24
3981,GBA,2003,Action,0.24
3982,PS2,2003,Platform,0.23
3983,GBA,2003,Strategy,0.23
3984,XB,2003,Racing,0.23
3985,XB,2003,Racing,0.23
3986,GC,2003,Action,0.23
3987,PS2,2003,Sports,0.23
3988,PS2,2003,Sports,0.23
3989,PS2,2003,Racing,0.23
3990,XB,2003,Shooter,0.23
3991,XB,2003,Shooter,0.23
3992,PS2,2003,Shooter,0.23
3993,PS2,2003,Sports,0.23
3994,PS2,2003,Sports,0.23
3995,PS2,2003,Action,0.23
3996,GC,2003,Misc,0.22
3997,PS2,2003,Action,0.22
3998,PS2,2003,Sports,0.22
3999,GBA,2003,Action,0.22
4000,GBA,2003,Platform,0.22
4001,GBA,2003,Misc,0.22
4002,PC,2003,Role-Playing,0.22
4003,XB,2003,Fighting,0.21
4004,GC,2003,Fighting,0.21
4005,PS2,2003,Platform,0.21
4006,GC,2003,Platform,0.21
4007,XB,2003,Sports,0.21
4008,GC,2003,Action,0.21
4009,GBA,2003,Platform,0.21
4010,XB,2003,Platform,0.21
4011,PS2,2003,Sports,0.2
4012,GC,2003,Fighting,0.2
4013,GBA,2003,Sports,0.2
4014,GBA,2003,Simulation,0.2
4015,GBA,2003,Platform,0.2
4016,PS2,2003,Misc,0.2
4017,XB,2003,Sports,0.2
4018,PS2,2003,Sports,0.2
4019,XB,2003,Racing,0.2
4020,PS2,2003,Strategy,0.2
4021,XB,2003,Puzzle,0.2
4022,GBA,2003,Sports,0.2
4023,PS2,2003,Action,0.2
4024,GBA,2003,Platform,0.19
4025,PS2,2003,Strategy,0.19
4026,PS2,2003,Shooter,0.19
4027,XB,2003,Action,0.19
4028,PS2,2003,Strategy,0.19
4029,PS2,2003,Sports,0.19
4030,PS2,2003,Misc,0.19
4031,GC,2003,Action,0.19
4032,PS2,2003,Strategy,0.19
4033,PS2,2003,Shooter,0.19
4034,XB,2003,Sports,0.19
4035,PS2,2003,Role-Playing,0.19
4036,GBA,2003,Sports,0.18
4037,PS2,2003,Role-Playing,0.18
4038,XB,2003,Action,0.18
4039,PS2,2003,Action,0.18
4040,PS2,2003,Adventure,0.18
4041,PS2,2003,Misc,0.18
4042,PS2,2003,Racing,0.18
4043,GBA,2003,Sports,0.18
4044,PS2,2003,Misc,0.18
4045,GBA,2003,Platform,0.18
4046,XB,2003,Sports,0.18
4047,XB,2003,Sports,0.17
4048,GC,2003,Platform,0.17
4049,XB,2003,Shooter,0.17
4050,XB,2003,Misc,0.17
4051,XB,2003,Shooter,0.17
4052,PS2,2003,Strategy,0.17
4053,PS2,2003,Action,0.17
4054,PS2,2003,Role-Playing,0.17
4055,GC,2003,Platform,0.17
4056,XB,2003,Action,0.17
