,Platform,Year,Genre,JP_Sales
3609,PS2,2002,Misc,0.0
3610,PC,2002,Shooter,0.0
3611,PC,2002,Strategy,0.0
3612,PS2,2002,Misc,0.01
3613,XB,2002,Puzzle,0.0
3614,GBA,2002,Racing,0.0
3615,PC,2002,Action,0.0
3616,GBA,2002,Simulation,0.0
3617,XB,2002,Sports,0.0
3618,PC,2002,Action,0.0
3619,GBA,2002,Fighting,0.0
3620,GBA,2002,Adventure,0.0
3621,GBA,2002,Racing,0.0
3622,GBA,2002,Racing,0.0
3623,XB,2002,Racing,0.01
3624,PC,2002,Shooter,0.0
3625,PC,2002,Role-Playing,0.0
3626,XB,2002,Puzzle,0.0
3627,GC,2002,Adventure,0.0
3628,XB,2002,Sports,0.0
3629,GC,2002,Puzzle,0.0
3630,GBA,2002,Role-Playing,0.0
3631,GBA,2002,Fighting,0.0
3632,GBA,2002,Platform,0.0
3633,PS2,2003,Racing,0.08
3634,GC,2003,Racing,0.87
3635,PS2,2003,Role-Playing,2.11
3636,GBA,2003,Platform,0.83
3637,PS2,2003,Shooter,0.13
3638,PS2,2003,Racing,0.0
3639,PS2,2003,Misc,0.2
3640,PS2,2003,Sports,0.01
3641,PS2,2003,Action,0.05
3642,PS2,2003,Action,0.02
3643,PS2,2003,Action,0.09
3644,PS2,2003,Platform,0.06
3645,PS2,2003,Shooter,0.06
3646,PS2,2003,Sports,1.13
3647,GBA,2003,Action,0.04
3648,PS2,2003,Fighting,0.04
3649,PS2,2003,Platform,0.0
3650,PS2,2003,Platform,0.26
3651,PS2,2003,Simulation,0.0
3652,PS2,2003,Action,0.0
3653,GC,2003,Role-Playing,0.7
3654,XB,2003,Action,0.0
3655,PS2,2003,Simulation,0.0
3656,PS2,2003,Fighting,0.51
3657,PS2,2003,Action,0.0
3658,XB,2003,Role-Playing,0.0
3659,GBA,2003,Role-Playing,0.47
3660,GBA,2003,Role-Playing,0.89
3661,PS2,2003,Action,1.13
3662,PS2,2003,Action,0.05
3663,GC,2003,Misc,0.73
3664,PS2,2003,Fighting,0.13
3665,GBA,2003,Platform,0.29
3666,PS2,2003,Sports,0.0
3667,PS2,2003,Action,0.51
3668,PS2,2003,Racing,0.0
3669,PS2,2003,Sports,0.0
3670,PS2,2003,Fighting,0.0
3671,PC,2003,Simulation,0.0
3672,PS2,2003,Simulation,0.0
3673,PS2,2003,Racing,0.0
3674,PS2,2003,Action,0.0
3675,PS2,2003,Role-Playing,0.55
3676,XB,2003,Racing,0.0
3677,PC,2003,Simulation,0.0
3678,PS2,2003,Sports,0.0
3679,XB,2003,Racing,0.04
3680,PS2,2003,Sports,0.0
3681,PS2,2003,Platform,0.0
3682,PS2,2003,Sports,0.0
3683,GC,2003,Racing,0.45
3684,GC,2003,Platform,0.06
3685,GBA,2003,Misc,0.44
3686,XB,2003,Shooter,0.0
3687,PC,2003,Strategy,0.0
3688,GC,2003,Sports,0.25
3689,GC,2003,Fighting,0.11
3690,GC,2003,Role-Playing,0.36
3691,GBA,2003,Platform,0.0
3692,PS2,2003,Misc,0.0
3693,PS2,2003,Action,0.46
3694,PS2,2003,Racing,0.77
3695,XB,2003,Action,0.0
3696,GBA,2003,Platform,0.0
3697,XB,2003,Racing,0.0
3698,PS2,2003,Shooter,0.0
3699,GBA,2003,Simulation,0.0
3700,GBA,2003,Role-Playing,0.96
3701,GBA,2003,Platform,0.0
3702,PS2,2003,Action,0.0
3703,XB,2003,Sports,0.0
3704,GC,2003,Platform,0.06
3705,PC,2003,Sports,0.0
3706,PS2,2003,Action,0.0
3707,PS,2003,Misc,0.0
3708,GBA,2003,Platform,0.0
3709,GBA,2003,Puzzle,0.7
3710,GC,2003,Racing,0.01
3711,XB,2003,Action,0.01
3712,GBA,2003,Racing,0.0
3713,PS2,2003,Sports,0.0
3714,XB,2003,Shooter,0.0
3715,GC,2003,Misc,0.46
3716,PS2,2003,Platform,0.0
3717,PS2,2003,Action,0.25
3718,XB,2003,Action,0.0
3719,XB,2003,Shooter,0.0
3720,GC,2003,Role-Playing,0.31
3721,GBA,2003,Role-Playing,0.0
3722,XB,2003,Sports,0.0
3723,PS2,2003,Racing,0.0
3724,GBA,2003,Fighting,0.0
3725,PS2,2003,Action,0.0
3726,PS2,2003,Sports,0.0
3727,GC,2003,Fighting,0.45
3728,PS2,2003,Sports,0.0
3729,PC,2003,Sports,0.0
3730,PS2,2003,Racing,0.0
3731,XB,2003,Fighting,0.03
3732,GC,2003,Racing,0.0
3733,GBA,2003,Strategy,0.29
3734,PS2,2003,Sports,0.0
3735,GC,2003,Platform,0.0
3736,GBA,2003,Misc,0.0
3737,PS2,2003,Racing,0.01
3738,PS2,2003,Action,0.0
3739,XB,2003,Action,0.0
3740,PS2,2003,Sports,0.0
3741,GBA,2003,Action,0.0
3742,PS2,2003,Action,0.0
3743,PS2,2003,Racing,0.0
3744,PS2,2003,Racing,0.21
3745,XB,2003,Platform,0.01
3746,PS2,2003,Sports,0.0
3747,GC,2003,Action,0.0
3748,XB,2003,Simulation,0.0
3749,XB,2003,Shooter,0.0
3750,PS2,2003,Action,0.51
3751,PS2,2003,Racing,0.0
3752,XB,2003,Shooter,0.01
3753,GC,2003,Simulation,0.0
3754,GC,2003,Role-Playing,0.0
3755,XB,2003,Sports,0.0
3756,PS2,2003,Shooter,0.0
3757,PS2,2003,Sports,0.0
3758,PS2,2003,Fighting,0.0
3759,GBA,2003,Role-Playing,0.3
3760,GBA,2003,Action,0.0
3761,PS2,2003,Simulation,0.61
3762,PS2,2003,Fighting,0.0
3763,PS2,2003,Action,0.0
3764,GC,2003,Puzzle,0.44
3765,GC,2003,Sports,0.0
3766,PS2,2003,Shooter,0.0
3767,GC,2003,Fighting,0.0
3768,GC,2003,Action,0.0
3769,XB,2003,Sports,0.0
3770,GC,2003,Fighting,0.0
3771,XB,2003,Shooter,0.0
3772,PS2,2003,Platform,0.0
3773,PS2,2003,Sports,0.0
3774,XB,2003,Action,0.0
3775,GBA,2003,Role-Playing,0.64
3776,GC,2003,Simulation,0.0
3777,GC,2003,Racing,0.12
3778,GBA,2003,Strategy,0.0
3779,PS2,2003,Role-Playing,0.26
3780,XB,2003,Shooter,0.0
3781,PS2,2003,Platform,0.0
3782,PS2,2003,Fighting,0.63
3783,XB,2003,Sports,0.0
3784,GC,2003,Action,0.12
3785,GC,2003,Misc,0.0
3786,PS2,2003,Shooter,0.0
3787,PS2,2003,Fighting,0.0
3788,GBA,2003,Sports,0.0
3789,PS2,2003,Fighting,0.0
3790,PS2,2003,Strategy,0.6
3791,XB,2003,Sports,0.14
3792,GBA,2003,Simulation,0.11
3793,PS2,2003,Sports,0.0
3794,PS2,2003,Action,0.14
3795,PS2,2003,Action,0.0
3796,XB,2003,Platform,0.0
3797,PS2,2003,Shooter,0.0
3798,GC,2003,Action,0.0
3799,GBA,2003,Action,0.0
3800,GBA,2003,Action,0.0
3801,XB,2003,Simulation,0.0
3802,XB,2003,Fighting,0.0
3803,PS2,2003,Role-Playing,0.26
3804,PS2,2003,Misc,0.0
3805,GBA,2003,Strategy,0.0
3806,PS2,2003,Sports,0.0
3807,GBA,2003,Platform,0.0
3808,PS2,2003,Misc,0.0
3809,XB,2003,Simulation,0.0
3810,PS2,2003,Strategy,0.25
3811,GBA,2003,Platform,0.0
3812,PS2,2003,Sports,0.0
3813,PS2,2003,Platform,0.0
3814,PS2,2003,Fighting,0.0
3815,PS2,2003,Action,0.0
3816,PS2,2003,Sports,0.0
3817,PS2,2003,Shooter,0.0
3818,PS2,2003,Sports,0.52
3819,PS2,2003,Shooter,0.0
3820,GC,2003,Sports,0.0
3821,PS2,2003,Sports,0.51
3822,XB,2003,Sports,0.0
3823,PS2,2003,Platform,0.0
3824,XB,2003,Racing,0.0
3825,PS2,2003,Racing,0.0
3826,GBA,2003,Action,0.0
3827,GC,2003,Simulation,0.0
3828,PS2,2003,Sports,0.0
3829,PS2,2003,Misc,0.49
3830,PS2,2003,Racing,0.0
3831,PS2,2003,Misc,0.0
3832,PS2,2003,Simulation,0.0
3833,PS2,2003,Racing,0.0
3834,PS2,2003,Misc,0.0
3835,GBA,2003,Racing,0.0
3836,GBA,2003,Role-Playing,0.45
3837,XB,2003,Sports,0.0
3838,GC,2003,Action,0.02
3839,XB,2003,Shooter,0.0
3840,PS2,2003,Action,0.0
3841,XB,2003,Racing,0.0
3842,PS2,2003,Action,0.0
3843,GBA,2003,Platform,0.43
3844,GC,2003,Platform,0.0
3845,GBA,2003,Action,0.0
3846,PS2,2003,Misc,0.44
3847,GBA,2003,Action,0.0
3848,PS2,2003,Action,0.0
3849,XB,2003,Sports,0.0
3850,PS2,2003,Action,0.0
3851,GBA,2003,Platform,0.17
3852,PS2,2003,Action,0.0
3853,PS2,2003,Role-Playing,0.0
3854,XB,2003,Misc,0.0
3855,GC,2003,Shooter,0.0
3856,XB,2003,Simulation,0.0
3857,PS2,2003,Adventure,0.0
3858,PS2,2003,Sports,0.0
3859,PS,2003,Sports,0.0
3860,PS2,2003,Racing,0.0
3861,PS2,2003,Action,0.0
3862,PS2,2003,Sports,0.0
3863,PS2,2003,Simulation,0.11
3864,PS2,2003,Misc,0.0
3865,PS2,2003,Sports,0.0
3866,PS,2003,Misc,0.0
3867,GC,2003,Platform,0.0
3868,GC,2003,Sports,0.0
3869,PS2,2003,Platform,0.0
3870,GBA,2003,Action,0.0
3871,XB,2003,Sports,0.0
3872,PS2,2003,Misc,0.0
3873,PS2,2003,Misc,0.0
3874,GBA,2003,Sports,0.0
3875,PS2,2003,Action,0.0
3876,PS2,2003,Role-Playing,0.25
3877,GC,2003,Sports,0.0
3878,PS2,2003,Strategy,0.0
3879,GC,2003,Adventure,0.07
3880,PS2,2003,Sports,0.0
3881,GBA,2003,Sports,0.0
3882,GBA,2003,Adventure,0.36
3883,PS2,2003,Sports,0.0
3884,XB,2003,Sports,0.0
3885,PS2,2003,Platform,0.0
3886,PS2,2003,Role-Playing,0.0
3887,PS2,2003,Misc,0.35
3888,PS2,2003,Action,0.0
3889,XB,2003,Sports,0.0
3890,PS2,2003,Racing,0.0
3891,GBA,2003,Action,0.0
3892,PS2,2003,Action,0.0
3893,GBA,2003,Action,0.0
3894,XB,2003,Misc,0.0
3895,PS2,2003,Misc,0.0
3896,PS2,2003,Shooter,0.0
3897,PS2,2003,Simulation,0.19
3898,GC,2003,Action,0.0
3899,PS2,2003,Adventure,0.0
3900,GBA,2003,Platform,0.0
3901,GC,2003,Fighting,0.0
3902,XB,2003,Action,0.0
3903,XB,2003,Shooter,0.0
3904,PS2,2003,Action,0.23
3905,PS2,2003,Role-Playing,0.0
3906,GBA,2003,Platform,0.0
3907,GBA,2003,Misc,0.0
3908,PS2,2003,Shooter,0.0
3909,PS2,2003,Fighting,0.32
3910,GC,2003,Action,0.0
3911,PS2,2003,Platform,0.0
3912,PS2,2003,Sports,0.0
3913,PS2,2003,Fighting,0.32
3914,XB,2003,Sports,0.0
3915,XB,2003,Racing,0.0
3916,GBA,2003,Sports,0.0
3917,PS2,2003,Misc,0.0
3918,PS2,2003,Simulation,0.16
3919,XB,2003,Racing,0.0
3920,GBA,2003,Platform,0.0
3921,PS2,2003,Action,0.0
3922,GBA,2003,Racing,0.0
3923,GBA,2003,Action,0.0
3924,PS2,2003,Fighting,0.0
3925,PC,2003,Simulation,0.0
3926,GBA,2003,Sports,0.29
3927,XB,2003,Action,0.0
3928,XB,2003,Sports,0.0
3929,GBA,2003,Racing,0.0
3930,GBA,2003,Simulation,0.28
3931,GBA,2003,Misc,0.0
3932,XB,2003,Role-Playing,0.0
3933,PS2,2003,Platform,0.0
3934,XB,2003,Sports,0.0
3935,GBA,2003,Role-Playing,0.17
3936,PS2,2003,Racing,0.0
3937,GBA,2003,Sports,0.0
3938,PS2,2003,Racing,0.0
3939,PS2,2003,Sports,0.28
3940,GC,2003,Racing,0.0
3941,PS2,2003,Action,0.0
3942,XB,2003,Fighting,0.0
3943,XB,2003,Shooter,0.0
3944,PS2,2003,Platform,0.0
3945,GBA,2003,Racing,0.0
3946,PS2,2003,Sports,0.0
3947,GC,2003,Misc,0.27
3948,PS2,2003,Sports,0.0
3949,GBA,2003,Platform,0.0
3950,XB,2003,Fighting,0.0
3951,GC,2003,Role-Playing,0.0
3952,GC,2003,Sports,0.0
3953,PS2,2003,Racing,0.27
3954,PS2,2003,Simulation,0.0
3955,GBA,2003,Action,0.0
3956,XB,2003,Sports,0.0
3957,GBA,2003,Sports,0.25
3958,XB,2003,Sports,0.0
3959,XB,2003,Role-Playing,0.0
3960,GC,2003,Racing,0.0
3961,GBA,2003,Action,0.0
3962,PS2,2003,Sports,0.0
3963,XB,2003,Simulation,0.0
3964,PS2,2003,Misc,0.0
3965,XB,2003,Sports,0.0
3966,GC,2003,Platform,0.0
3967,XB,2003,Shooter,0.0
3968,GC,2003,Fighting,0.0
3969,PS2,2003,Sports,0.0
3970,PS2,2003,Sports,0.0
3971,PS2,2003,Platform,0.0
3972,XB,2003,Racing,0.0
3973,XB,2003,Racing,0.0
3974,XB,2003,Shooter,0.0
3975,PS2,2003,Role-Playing,0.24
3976,PS2,2003,Role-Playing,0.24
3977,XB,2003,Sports,0.0
3978,PS2,2003,Action,0.24
3979,XB,2003,Platform,0.0
3980,PS2,2003,Misc,0.0
3981,GBA,2003,Action,0.0
3982,PS2,2003,Platform,0.0
3983,GBA,2003,Strategy,0.23
3984,XB,2003,Racing,0.0
3985,XB,2003,Racing,0.0
3986,GC,2003,Action,0.0
3987,PS2,2003,Sports,0.0
3988,PS2,2003,Sports,0.23
3989,PS2,2003,Racing,0.0
3990,XB,2003,Shooter,0.0
3991,XB,2003,Shooter,0.0
3992,PS2,2003,Shooter,0.0
3993,PS2,2003,Sports,0.0
3994,PS2,2003,Sports,0.0
3995,PS2,2003,Action,0.0
3996,GC,2003,Misc,0.0
3997,PS2,2003,Action,0.22
3998,PS2,2003,Sports,0.0
3999,GBA,2003,Action,0.0
4000,GBA,2003,Platform,0.0
4001,GBA,2003,Misc,0.0
4002,PC,2003,Role-Playing,0.0
4003,XB,2003,Fighting,0.0
4004,GC,2003,Fighting,0.21
4005,PS2,2003,Platform,0.0
4006,GC,2003,Platform,0.0
4007,XB,2003,Sports,0.0
4008,GC,2003,Action,0.0
4009,GBA,2003,Platform,0.0
4010,XB,2003,Platform,0.0
4011,PS2,2003,Sports,0.2
4012,GC,2003,Fighting,0.2
4013,GBA,2003,Sports,0.0
4014,GBA,2003,Simulation,0.0
4015,GBA,2003,Platform,0.0
4016,PS2,2003,Misc,0.2
4017,XB,2003,Sports,0.0
4018,PS2,2003,Sports,0.0
4019,XB,2003,Racing,0.0
4020,PS2,2003,Strategy,0.0
4021,XB,2003,Puzzle,0.0
4022,GBA,2003,Sports,0.0
4023,PS2,2003,Action,0.0
4024,GBA,2003,Platform,0.0
4025,PS2,2003,Strategy,0.19
4026,PS2,2003,Shooter,0.0
4027,XB,2003,Action,0.0
4028,PS2,2003,Strategy,0.0
4029,PS2,2003,Sports,0.0
4030,PS2,2003,Misc,0.0
4031,GC,2003,Action,0.0
4032,PS2,2003,Strategy,0.0
4033,PS2,2003,Shooter,0.0
4034,XB,2003,Sports,0.0
4035,PS2,2003,Role-Playing,0.0
4036,GBA,2003,Sports,0.0
4037,PS2,2003,Role-Playing,0.0
4038,XB,2003,Action,0.0
4039,PS2,2003,Action,0.0
4040,PS2,2003,Adventure,0.0
4041,PS2,2003,Misc,0.0
4042,PS2,2003,Racing,0.0
4043,GBA,2003,Sports,0.0
4044,PS2,2003,Misc,0.0
4045,GBA,2003,Platform,0.0
4046,XB,2003,Sports,0.0
4047,XB,2003,Sports,0.0
4048,GC,2003,Platform,0.0
4049,XB,2003,Shooter,0.0
4050,XB,2003,Misc,0.0
4051,XB,2003,Shooter,0.0
4052,PS2,2003,Strategy,0.0
4053,PS2,2003,Action,0.0
4054,PS2,2003,Role-Playing,0.17
4055,GC,2003,Platform,0.0
4056,XB,2003,Action,0.0
4057,XB,2003,Action,0.0
4058,GBA,2003,Shooter,0.0
4059,XB,2003,Action,0.0
4060,GC,2003,Platform,0.0
4061,XB,2003,Fighting,0.0
4062,PS2,2003,Role-Playing,0.17
4063,GC,2003,Misc,0.0
4064,PS2,2003,Sports,0.0
4065,PS2,2003,Adventure,0.0
4066,PS2,2003,Simulation,0.0
4067,GBA,2003,Action,0.0
4068,GC,2003,Racing,0.0
4069,XB,2003,Strategy,0.0
4070,PS2,2003,Action,0.0
4071,XB,2003,Action,0.0
4072,PS2,2003,Sports,0.0
4073,PS2,2003,Misc,0.0
4074,PS2,2003,Fighting,0.0
4075,GBA,2003,Racing,0.0
4076,GC,2003,Sports,0.0
4077,PS2,2003,Shooter,0.0
4078,GBA,2003,Fighting,0.0
4079,PS2,2003,Shooter,0.0
4080,GC,2003,Racing,0.0
4081,GC,2003,Sports,0.0
4082,GC,2003,Platform,0.0
4083,GBA,2003,Action,0.0
4084,GC,2003,Action,0.0
4085,XB,2003,Sports,0.0
4086,XB,2003,Racing,0.0
4087,PS2,2003,Shooter,0.0
4088,XB,2003,Role-Playing,0.0
4089,GBA,2003,Shooter,0.0
4090,GC,2003,Shooter,0.0
4091,GBA,2003,Role-Playing,0.0
4092,XB,2003,Action,0.0
4093,GBA,2003,Platform,0.0
4094,PS2,2003,Puzzle,0.0
4095,XB,2003,Action,0.0
4096,PC,2003,Role-Playing,0.0
4097,XB,2003,Platform,0.0
4098,GC,2003,Action,0.0
4099,GBA,2003,Action,0.0
4100,XB,2003,Action,0.03
4101,GBA,2003,Racing,0.0
4102,XB,2003,Sports,0.0
4103,XB,2003,Racing,0.0
4104,XB,2003,Strategy,0.0
4105,XB,2003,Racing,0.0
4106,PS2,2003,Role-Playing,0.13
4107,GBA,2003,Shooter,0.0
4108,XB,2003,Action,0.0
4109,XB,2003,Platform,0.0
4110,XB,2003,Strategy,0.0
4111,GC,2003,Action,0.0
4112,PS2,2003,Action,0.0
4113,GBA,2003,Shooter,0.0
4114,PS2,2003,Racing,0.0
4115,PS2,2003,Shooter,0.0
4116,GC,2003,Sports,0.0
4117,XB,2003,Sports,0.0
4118,XB,2003,Shooter,0.0
4119,GC,2003,Shooter,0.0
4120,XB,2003,Shooter,0.0
4121,GBA,2003,Racing,0.0
4122,PS2,2003,Strategy,0.0
4123,PS2,2003,Racing,0.0
4124,XB,2003,Shooter,0.0
4125,XB,2003,Platform,0.0
4126,GBA,2003,Sports,0.0
4127,GC,2003,Platform,0.0
4128,PS2,2003,Racing,0.0
4129,PS2,2003,Action,0.0
4130,GBA,2003,Misc,0.0
4131,PS2,2003,Fighting,0.0
4132,GC,2003,Sports,0.0
4133,XB,2003,Sports,0.0
4134,PS2,2003,Action,0.0
4135,XB,2003,Action,0.0
4136,XB,2003,Action,0.0
4137,PS2,2003,Racing,0.0
4138,PS2,2003,Role-Playing,0.0
4139,GBA,2003,Misc,0.0
4140,XB,2003,Action,0.0
4141,XB,2003,Action,0.0
4142,XB,2003,Platform,0.0
4143,XB,2003,Sports,0.0
4144,XB,2003,Sports,0.0
4145,GC,2003,Action,0.0
4146,PS2,2003,Simulation,0.0
4147,PS2,2003,Fighting,0.0
4148,XB,2003,Sports,0.0
4149,PS2,2003,Strategy,0.0
4150,XB,2003,Misc,0.0
4151,GC,2003,Racing,0.0
4152,XB,2003,Shooter,0.0
4153,GBA,2003,Simulation,0.0
4154,XB,2003,Fighting,0.0
4155,GC,2003,Sports,0.1
4156,XB,2003,Platform,0.0
4157,PS2,2003,Racing,0.0
4158,GC,2003,Shooter,0.0
4159,GBA,2003,Racing,0.0
4160,XB,2003,Action,0.0
4161,PS2,2003,Fighting,0.0
4162,XB,2003,Adventure,0.0
4163,XB,2003,Fighting,0.0
4164,PS2,2003,Racing,0.0
4165,GC,2003,Sports,0.0
4166,GC,2003,Platform,0.0
4167,GBA,2003,Action,0.0
4168,XB,2003,Action,0.0
4169,XB,2003,Misc,0.0
4170,PS2,2003,Platform,0.0
4171,XB,2003,Racing,0.0
4172,PS2,2003,Sports,0.09
4173,PS2,2003,Racing,0.0
4174,XB,2003,Sports,0.0
4175,PS2,2003,Sports,0.0
4176,PS2,2003,Fighting,0.0
4177,GC,2003,Platform,0.0
4178,PS2,2003,Role-Playing,0.0
4179,PS2,2003,Sports,0.0
4180,XB,2003,Platform,0.0
4181,PS2,2003,Action,0.0
4182,GBA,2003,Action,0.0
4183,PS2,2003,Racing,0.0
4184,GC,2003,Shooter,0.0
4185,XB,2003,Racing,0.0
4186,GBA,2003,Action,0.0
4187,GBA,2003,Racing,0.0
4188,GC,2003,Shooter,0.0
4189,GBA,2003,Action,0.0
4190,XB,2003,Racing,0.0
4191,GBA,2003,Role-Playing,0.0
4192,GBA,2003,Strategy,0.0
4193,GBA,2003,Misc,0.0
4194,XB,2003,Strategy,0.0
4195,PS2,2003,Shooter,0.0
4196,GBA,2003,Role-Playing,0.0
4197,XB,2003,Racing,0.0
4198,PS2,2003,Misc,0.0
4199,GC,2003,Racing,0.0
4200,GC,2003,Action,0.0
4201,XB,2003,Sports,0.0
4202,XB,2003,Strategy,0.0
4203,GC,2003,Action,0.0
4204,GC,2003,Action,0.0
4205,XB,2003,Shooter,0.0
4206,XB,2003,Action,0.0
4207,GC,2003,Shooter,0.0
4208,GC,2003,Role-Playing,0.0
4209,GC,2003,Racing,0.0
4210,GC,2003,Action,0.0
4211,GC,2003,Sports,0.0
4212,GC,2003,Racing,0.0
4213,GC,2003,Shooter,0.0
4214,PS2,2003,Platform,0.0
4215,XB,2003,Platform,0.0
4216,GC,2003,Strategy,0.0
4217,PC,2003,Simulation,0.0
4218,XB,2003,Platform,0.0
4219,GC,2003,Adventure,0.0
4220,GBA,2003,Fighting,0.0
4221,GBA,2003,Misc,0.0
4222,XB,2003,Misc,0.0
4223,GBA,2003,Platform,0.0
4224,GBA,2003,Sports,0.0
4225,PS2,2003,Strategy,0.0
4226,PC,2003,Simulation,0.0
4227,XB,2003,Action,0.0
4228,GC,2003,Platform,0.0
4229,GC,2003,Sports,0.0
4230,GC,2003,Platform,0.0
4231,GC,2003,Fighting,0.0
4232,PS2,2003,Adventure,0.0
4233,GC,2003,Action,0.0
4234,XB,2003,Simulation,0.0
4235,GBA,2003,Action,0.0
4236,XB,2003,Racing,0.0
4237,GBA,2003,Misc,0.0
4238,GC,2003,Strategy,0.0
4239,XB,2003,Sports,0.0
4240,XB,2003,Action,0.0
4241,GBA,2003,Action,0.0
4242,PS2,2003,Racing,0.0
4243,GC,2003,Action,0.0
4244,PS2,2003,Racing,0.0
4245,PS2,2003,Misc,0.0
4246,XB,2003,Sports,0.0
4247,XB,2003,Action,0.0
4248,GC,2003,Platform,0.0
4249,GC,2003,Action,0.0
4250,PS2,2003,Misc,0.0
4251,PC,2003,Strategy,0.0
4252,GBA,2003,Platform,0.0
4253,GC,2003,Action,0.0
4254,XB,2003,Strategy,0.0
4255,GC,2003,Action,0.0
4256,GBA,2003,Action,0.0
4257,GC,2003,Role-Playing,0.0
4258,XB,2003,Racing,0.0
4259,XB,2003,Racing,0.0
4260,XB,2003,Action,0.0
4261,GC,2003,Role-Playing,0.0
4262,GBA,2003,Simulation,0.0
4263,XB,2003,Shooter,0.0
4264,GC,2003,Platform,0.05
4265,GC,2003,Role-Playing,0.0
4266,PS2,2003,Platform,0.0
4267,XB,2003,Sports,0.0
4268,XB,2003,Sports,0.0
4269,XB,2003,Action,0.0
4270,GC,2003,Platform,0.0
4271,XB,2003,Racing,0.0
4272,GBA,2003,Platform,0.0
4273,GBA,2003,Sports,0.0
4274,GBA,2003,Sports,0.0
4275,GC,2003,Misc,0.0
4276,GC,2003,Racing,0.0
4277,GBA,2003,Action,0.0
4278,XB,2003,Role-Playing,0.0
4279,GBA,2003,Action,0.0
4280,GBA,2003,Puzzle,0.0
4281,GC,2003,Action,0.0
4282,PC,2003,Simulation,0.0
4283,XB,2003,Shooter,0.0
4284,PC,2003,Racing,0.0
4285,GBA,2003,Racing,0.0
4286,GC,2003,Sports,0.0
4287,GC,2003,Role-Playing,0.0
4288,GC,2003,Fighting,0.0
4289,GC,2003,Puzzle,0.0
4290,GBA,2003,Action,0.0
4291,XB,2003,Shooter,0.0
4292,XB,2003,Platform,0.0
4293,GBA,2003,Misc,0.0
4294,PC,2003,Strategy,0.0
4295,PS2,2003,Action,0.0
4296,GBA,2003,Platform,0.0
4297,XB,2003,Strategy,0.0
4298,XB,2003,Racing,0.0
4299,XB,2003,Fighting,0.0
4300,GC,2003,Sports,0.0
4301,PC,2003,Strategy,0.0
4302,PC,2003,Action,0.0
4303,GBA,2003,Platform,0.0
4304,PS2,2003,Action,0.04
4305,PS2,2003,Sports,0.0
4306,GBA,2003,Platform,0.0
4307,PS2,2003,Fighting,0.0
4308,GBA,2003,Racing,0.0
4309,PC,2003,Shooter,0.0
4310,XB,2003,Racing,0.0
4311,PC,2003,Strategy,0.0
4312,GBA,2003,Platform,0.0
4313,PC,2003,Strategy,0.0
4314,XB,2003,Sports,0.0
4315,GBA,2003,Sports,0.0
4316,XB,2003,Shooter,0.0
4317,GBA,2003,Misc,0.0
4318,XB,2003,Role-Playing,0.0
4319,PS2,2003,Misc,0.0
4320,PC,2003,Shooter,0.0
4321,GBA,2003,Fighting,0.0
4322,GBA,2003,Action,0.0
4323,GC,2003,Racing,0.0
4324,GC,2003,Shooter,0.0
4325,PS2,2003,Shooter,0.0
4326,GC,2003,Racing,0.0
4327,GC,2003,Shooter,0.0
4328,XB,2003,Action,0.03
4329,GC,2003,Action,0.0
4330,GC,2003,Action,0.0
4331,PC,2003,Simulation,0.0
4332,GBA,2003,Racing,0.0
4333,GBA,2003,Platform,0.0
4334,PC,2003,Strategy,0.0
4335,PC,2003,Platform,0.0
4336,GC,2003,Sports,0.0
4337,XB,2003,Racing,0.0
4338,GBA,2003,Role-Playing,0.0
4339,XB,2003,Strategy,0.0
4340,GBA,2003,Platform,0.0
4341,XB,2003,Platform,0.0
4342,GC,2003,Racing,0.0
4343,GBA,2003,Action,0.0
4344,XB,2003,Racing,0.0
4345,GBA,2003,Shooter,0.0
4346,XB,2003,Sports,0.0
4347,PC,2003,Shooter,0.0
4348,GC,2003,Racing,0.0
4349,GC,2003,Racing,0.0
4350,PC,2003,Strategy,0.0
4351,GC,2003,Shooter,0.01
4352,GBA,2003,Racing,0.0
4353,XB,2003,Puzzle,0.0
4354,GC,2003,Action,0.0
4355,GBA,2003,Action,0.0
4356,PS2,2003,Shooter,0.0
4357,GBA,2003,Racing,0.0
4358,PC,2003,Simulation,0.0
4359,XB,2003,Fighting,0.0
4360,GBA,2003,Action,0.0
4361,GBA,2003,Role-Playing,0.0
4362,XB,2003,Racing,0.0
4363,PC,2003,Simulation,0.0
4364,GC,2003,Sports,0.0
4365,GC,2003,Misc,0.0
4366,XB,2003,Racing,0.0
4367,XB,2003,Racing,0.0
4368,GC,2003,Racing,0.0
4369,GBA,2003,Sports,0.0
4370,XB,2003,Racing,0.0
4371,PC,2003,Shooter,0.0
4372,PC,2003,Strategy,0.0
4373,GC,2003,Racing,0.0
4374,PC,2003,Adventure,0.0
4375,GC,2003,Action,0.0
4376,XB,2003,Adventure,0.0
4377,XB,2003,Shooter,0.0
4378,GBA,2003,Platform,0.0
4379,XB,2003,Racing,0.0
4380,GC,2003,Racing,0.0
4381,GC,2003,Platform,0.0
4382,PC,2003,Adventure,0.0
4383,GC,2003,Strategy,0.0
4384,XB,2003,Shooter,0.0
4385,XB,2003,Shooter,0.0
4386,XB,2003,Racing,0.0
4387,PC,2003,Strategy,0.0
4388,GBA,2003,Platform,0.0
4389,PS2,2003,Racing,0.0
4390,GBA,2003,Action,0.0
4391,GBA,2003,Fighting,0.0
4392,XB,2003,Racing,0.0
